"cruise","datetime_utc_matlab","latitude_matlab","longitude_matlab","depth","biosat","O2_Ar_ratio"
"EN617",2018-07-24 10:39:17,39.8642,-70.8835,5,2.017,20.7684
"en617",2018-07-24 10:39:41,39.8652,-70.8836,5,2.545,20.8757
"EN617",2018-07-24 10:39:41,39.8652,-70.8836,5,2.019,20.7686
"en617",2018-07-24 10:40:07,39.8664,-70.8836,5,2.607,20.8884
"EN617",2018-07-24 10:40:07,39.8664,-70.8836,5,2.081,20.7813
"en617",2018-07-24 10:40:32,39.8675,-70.8836,5,2.655,20.8981
"EN617",2018-07-24 10:40:32,39.8675,-70.8836,5,2.128,20.7909
"en617",2018-07-24 10:40:57,39.8687,-70.8836,5,2.463,20.859
"EN617",2018-07-24 10:40:57,39.8687,-70.8836,5,1.937,20.752
"en617",2018-07-24 10:41:22,39.8698,-70.8836,5,2.494,20.8654
"EN617",2018-07-24 10:41:22,39.8698,-70.8836,5,1.969,20.7584
"en617",2018-07-24 10:41:47,39.8708,-70.8837,5,2.395,20.8452
"EN617",2018-07-24 10:41:47,39.8708,-70.8837,5,1.87,20.7383
"en617",2018-07-24 10:42:13,39.872,-70.8837,5,2.327,20.8314
"EN617",2018-07-24 10:42:13,39.872,-70.8837,5,1.802,20.7245
"en617",2018-07-24 10:42:38,39.8731,-70.8838,5,2.473,20.861
"EN617",2018-07-24 10:42:38,39.8731,-70.8838,5,1.947,20.754
"en617",2018-07-24 10:43:03,39.8742,-70.8839,5,2.499,20.8663
"EN617",2018-07-24 10:43:03,39.8742,-70.8839,5,1.973,20.7592
"en617",2018-07-24 10:43:28,39.8754,-70.8839,5,2.443,20.8549
"EN617",2018-07-24 10:43:28,39.8754,-70.8839,5,1.917,20.7479
"en617",2018-07-24 10:43:54,39.8766,-70.884,5,2.352,20.8363
"EN617",2018-07-24 10:43:54,39.8766,-70.884,5,1.827,20.7294
"en617",2018-07-24 10:44:19,39.8778,-70.884,5,2.351,20.8362
"EN617",2018-07-24 10:44:19,39.8778,-70.884,5,1.826,20.7293
"en617",2018-07-24 10:44:44,39.8789,-70.8839,5,2.174,20.8001
"EN617",2018-07-24 10:44:44,39.8789,-70.8839,5,1.65,20.6934
"en617",2018-07-24 10:45:09,39.88,-70.8839,5,2.14,20.7932
"EN617",2018-07-24 10:45:09,39.88,-70.8839,5,1.616,20.6866
"en617",2018-07-24 10:45:35,39.8812,-70.8838,5,2.047,20.7743
"EN617",2018-07-24 10:45:35,39.8812,-70.8838,5,1.524,20.6677
"en617",2018-07-24 10:46:00,39.8823,-70.8838,5,2.108,20.7867
"EN617",2018-07-24 10:46:00,39.8823,-70.8838,5,1.584,20.68
"en617",2018-07-24 10:46:25,39.8834,-70.8838,5,2.132,20.7915
"EN617",2018-07-24 10:46:25,39.8834,-70.8838,5,1.608,20.6848
"en617",2018-07-24 10:46:50,39.8845,-70.8837,5,2.171,20.7994
"EN617",2018-07-24 10:46:50,39.8845,-70.8837,5,1.647,20.6927
"en617",2018-07-24 10:47:16,39.8857,-70.8837,5,2.289,20.8234
"EN617",2018-07-24 10:47:16,39.8857,-70.8837,5,1.764,20.7166
"en617",2018-07-24 10:47:41,39.8868,-70.8837,5,2.44,20.8542
"EN617",2018-07-24 10:47:41,39.8868,-70.8837,5,1.914,20.7472
"en617",2018-07-24 10:48:06,39.888,-70.8837,5,2.444,20.855
"EN617",2018-07-24 10:48:06,39.888,-70.8837,5,1.918,20.748
"en617",2018-07-24 10:48:31,39.8891,-70.8836,5,2.444,20.855
"EN617",2018-07-24 10:48:31,39.8891,-70.8836,5,1.918,20.748
"en617",2018-07-24 10:48:56,39.8902,-70.8836,5,2.266,20.8188
"EN617",2018-07-24 10:48:56,39.8902,-70.8836,5,1.741,20.712
"en617",2018-07-24 10:49:22,39.8914,-70.8836,5,2.164,20.7981
"EN617",2018-07-24 10:49:22,39.8914,-70.8836,5,1.64,20.6914
"en617",2018-07-24 10:49:46,39.8924,-70.8836,5,2.09,20.783
"EN617",2018-07-24 10:49:46,39.8924,-70.8836,5,1.566,20.6764
"en617",2018-07-24 10:50:12,39.8935,-70.8836,5,2.128,20.7906
"EN617",2018-07-24 10:50:12,39.8935,-70.8836,5,1.604,20.684
"en617",2018-07-24 10:50:37,39.8947,-70.8835,5,2.06,20.7768
"EN617",2018-07-24 10:50:37,39.8947,-70.8835,5,1.536,20.6702
"en617",2018-07-24 10:51:02,39.8958,-70.8835,5,2.209,20.8071
"EN617",2018-07-24 10:51:02,39.8958,-70.8835,5,1.684,20.7004
"en617",2018-07-24 10:51:27,39.8969,-70.8835,5,2.285,20.8227
"EN617",2018-07-24 10:51:27,39.8969,-70.8835,5,1.76,20.7159
"en617",2018-07-24 10:51:53,39.8981,-70.8835,5,2.258,20.8171
"EN617",2018-07-24 10:51:53,39.8981,-70.8835,5,1.733,20.7104
"en617",2018-07-24 10:52:18,39.8992,-70.8835,5,2.262,20.818
"EN617",2018-07-24 10:52:18,39.8992,-70.8835,5,1.737,20.7112
"en617",2018-07-24 10:52:43,39.9003,-70.8835,5,2.204,20.8063
"EN617",2018-07-24 10:52:43,39.9003,-70.8835,5,1.68,20.6995
"en617",2018-07-24 10:53:08,39.9015,-70.8835,5,2.165,20.7984
"EN617",2018-07-24 10:53:08,39.9015,-70.8835,5,1.641,20.6917
"en617",2018-07-24 10:53:34,39.9026,-70.8834,5,2.096,20.7843
"EN617",2018-07-24 10:53:34,39.9026,-70.8834,5,1.572,20.6777
"en617",2018-07-24 10:53:59,39.9038,-70.8834,5,2.158,20.7969
"EN617",2018-07-24 10:53:59,39.9038,-70.8834,5,1.633,20.6902
"en617",2018-07-24 10:54:24,39.9049,-70.8834,5,2.093,20.7839
"EN617",2018-07-24 10:54:24,39.9049,-70.8834,5,1.569,20.6772
"en617",2018-07-24 10:54:49,39.906,-70.8834,5,2.21,20.8078
"EN617",2018-07-24 10:54:49,39.906,-70.8834,5,1.686,20.701
"en617",2018-07-24 10:55:14,39.9071,-70.8834,5,2.247,20.8153
"EN617",2018-07-24 10:55:14,39.9071,-70.8834,5,1.722,20.7085
"en617",2018-07-24 10:55:40,39.9083,-70.8834,5,2.252,20.8163
"EN617",2018-07-24 10:55:40,39.9083,-70.8834,5,1.727,20.7095
"en617",2018-07-24 10:56:05,39.9094,-70.8834,5,2.234,20.8127
"EN617",2018-07-24 10:56:05,39.9094,-70.8834,5,1.709,20.7059
"en617",2018-07-24 10:56:30,39.9106,-70.8834,5,2.33,20.8323
"EN617",2018-07-24 10:56:30,39.9106,-70.8834,5,1.805,20.7254
"en617",2018-07-24 10:56:55,39.9117,-70.8834,5,2.331,20.8325
"EN617",2018-07-24 10:56:55,39.9117,-70.8834,5,1.806,20.7257
"en617",2018-07-24 10:57:21,39.9128,-70.8834,5,2.44,20.8547
"EN617",2018-07-24 10:57:21,39.9128,-70.8834,5,1.914,20.7477
"en617",2018-07-24 10:57:46,39.914,-70.8834,5,2.576,20.8824
"EN617",2018-07-24 10:57:46,39.914,-70.8834,5,2.05,20.7752
"en617",2018-07-24 10:58:11,39.9151,-70.8834,5,2.529,20.8728
"EN617",2018-07-24 10:58:11,39.9151,-70.8834,5,2.003,20.7657
"en617",2018-07-24 10:58:36,39.9162,-70.8834,5,2.488,20.8645
"EN617",2018-07-24 10:58:36,39.9162,-70.8834,5,1.962,20.7575
"en617",2018-07-24 10:59:02,39.9174,-70.8834,5,2.524,20.8718
"EN617",2018-07-24 10:59:02,39.9174,-70.8834,5,1.998,20.7647
"en617",2018-07-24 10:59:27,39.9185,-70.8834,5,2.478,20.8625
"EN617",2018-07-24 10:59:27,39.9185,-70.8834,5,1.952,20.7555
"en617",2018-07-24 10:59:52,39.9196,-70.8834,5,2.389,20.8443
"EN617",2018-07-24 10:59:52,39.9196,-70.8834,5,1.864,20.7374
"en617",2018-07-24 11:00:17,39.9208,-70.8834,5,2.379,20.8423
"EN617",2018-07-24 11:00:17,39.9208,-70.8834,5,1.854,20.7354
"en617",2018-07-24 11:00:43,39.9219,-70.8834,5,2.386,20.8437
"EN617",2018-07-24 11:00:43,39.9219,-70.8834,5,1.86,20.7367
"en617",2018-07-24 11:01:08,39.9231,-70.8834,5,2.471,20.861
"EN617",2018-07-24 11:01:08,39.9231,-70.8834,5,1.945,20.754
"en617",2018-07-24 11:01:33,39.9242,-70.8834,5,2.472,20.8614
"EN617",2018-07-24 11:01:33,39.9242,-70.8834,5,1.947,20.7543
"en617",2018-07-24 11:01:58,39.9253,-70.8834,5,2.573,20.8818
"EN617",2018-07-24 11:01:58,39.9253,-70.8834,5,2.047,20.7747
"en617",2018-07-24 11:02:23,39.9264,-70.8834,5,2.683,20.9042
"EN617",2018-07-24 11:02:23,39.9264,-70.8834,5,2.156,20.7969
"en617",2018-07-24 11:02:49,39.9276,-70.8834,5,2.768,20.9215
"EN617",2018-07-24 11:02:49,39.9276,-70.8834,5,2.241,20.8142
"en617",2018-07-24 11:03:14,39.9287,-70.8834,5,2.74,20.9158
"EN617",2018-07-24 11:03:14,39.9287,-70.8834,5,2.213,20.8085
"en617",2018-07-24 11:03:39,39.9299,-70.8834,5,2.753,20.9183
"EN617",2018-07-24 11:03:39,39.9299,-70.8834,5,2.226,20.811
"en617",2018-07-24 11:04:04,39.931,-70.8834,5,2.713,20.9101
"EN617",2018-07-24 11:04:04,39.931,-70.8834,5,2.186,20.8028
"en617",2018-07-24 11:04:29,39.9321,-70.8834,5,2.679,20.9032
"EN617",2018-07-24 11:04:29,39.9321,-70.8834,5,2.152,20.7959
"en617",2018-07-24 11:04:54,39.9332,-70.8835,5,2.581,20.8833
"EN617",2018-07-24 11:04:54,39.9332,-70.8835,5,2.055,20.7761
"en617",2018-07-24 11:05:20,39.9344,-70.8834,5,2.438,20.8541
"EN617",2018-07-24 11:05:20,39.9344,-70.8834,5,1.912,20.7471
"en617",2018-07-24 11:05:44,39.9354,-70.8832,5,2.321,20.8304
"EN617",2018-07-24 11:05:44,39.9354,-70.8832,5,1.796,20.7235
"en617",2018-07-24 11:06:10,39.9365,-70.883,5,2.342,20.8346
"EN617",2018-07-24 11:06:10,39.9365,-70.883,5,1.817,20.7277
"en617",2018-07-24 11:06:35,39.9377,-70.8828,5,2.335,20.8332
"EN617",2018-07-24 11:06:35,39.9377,-70.8828,5,1.81,20.7263
"en617",2018-07-24 11:07:00,39.9388,-70.8826,5,2.466,20.8598
"EN617",2018-07-24 11:07:00,39.9388,-70.8826,5,1.94,20.7528
"en617",2018-07-24 11:07:24,39.9399,-70.8824,5,2.574,20.8829
"EN617",2018-07-24 11:07:24,39.9399,-70.8824,5,2.047,20.7758
"en617",2018-07-24 11:07:49,39.941,-70.8823,5,2.664,20.9027
"EN617",2018-07-24 11:07:49,39.941,-70.8823,5,2.137,20.7954
"en617",2018-07-24 11:08:14,39.9421,-70.8821,5,2.696,20.91
"EN617",2018-07-24 11:08:14,39.9421,-70.8821,5,2.169,20.8027
"en617",2018-07-24 11:08:39,39.9432,-70.8819,5,2.695,20.91
"EN617",2018-07-24 11:08:39,39.9432,-70.8819,5,2.168,20.8027
"en617",2018-07-24 11:09:05,39.9443,-70.8819,5,2.624,20.8957
"EN617",2018-07-24 11:09:05,39.9443,-70.8819,5,2.097,20.7885
"en617",2018-07-24 11:09:30,39.9453,-70.8821,5,2.531,20.8772
"EN617",2018-07-24 11:09:30,39.9453,-70.8821,5,2.005,20.7701
"en617",2018-07-24 11:09:55,39.9464,-70.8824,5,2.428,20.8566
"EN617",2018-07-24 11:09:55,39.9464,-70.8824,5,1.903,20.7496
"en617",2018-07-24 11:10:20,39.9472,-70.8822,5,2.329,20.8366
"EN617",2018-07-24 11:10:20,39.9472,-70.8822,5,1.804,20.7297
"en617",2018-07-24 11:10:45,39.948,-70.8817,5,2.238,20.8183
"EN617",2018-07-24 11:10:45,39.948,-70.8817,5,1.714,20.7115
"en617",2018-07-24 11:11:10,39.9484,-70.8813,5,2.213,20.8133
"EN617",2018-07-24 11:11:10,39.9484,-70.8813,5,1.689,20.7065
"en617",2018-07-24 11:11:36,39.9485,-70.8808,5,2.252,20.821
"EN617",2018-07-24 11:11:36,39.9485,-70.8808,5,1.727,20.7142
"en617",2018-07-24 11:12:01,39.9486,-70.8804,5,2.382,20.8474
"EN617",2018-07-24 11:12:01,39.9486,-70.8804,5,1.857,20.7405
"en617",2018-07-24 11:12:26,39.9485,-70.8802,5,2.416,20.8544
"EN617",2018-07-24 11:12:26,39.9485,-70.8802,5,1.891,20.7474
"en617",2018-07-24 11:12:51,39.9483,-70.8801,5,2.604,20.8927
"EN617",2018-07-24 11:12:51,39.9483,-70.8801,5,2.078,20.7855
"en617",2018-07-24 11:13:16,39.9482,-70.88,5,2.705,20.9131
"EN617",2018-07-24 11:13:16,39.9482,-70.88,5,2.178,20.8058
"en617",2018-07-24 11:13:42,39.9482,-70.8799,5,2.863,20.9454
"EN617",2018-07-24 11:13:42,39.9482,-70.8799,5,2.336,20.8379
"en617",2018-07-24 11:14:07,39.9481,-70.8799,5,2.884,20.9497
"EN617",2018-07-24 11:14:07,39.9481,-70.8799,5,2.357,20.8422
"en617",2018-07-24 11:14:32,39.948,-70.8798,5,3.12,20.9976
"EN617",2018-07-24 11:14:32,39.948,-70.8798,5,2.591,20.8899
"en617",2018-07-24 11:14:57,39.9479,-70.8797,5,3.284,21.0309
"EN617",2018-07-24 11:14:57,39.9479,-70.8797,5,2.754,20.923
"en617",2018-07-24 11:15:23,39.9479,-70.8797,5,3.413,21.0574
"EN617",2018-07-24 11:15:23,39.9479,-70.8797,5,2.883,20.9494
"en617",2018-07-24 11:15:48,39.9479,-70.8796,5,3.545,21.0841
"EN617",2018-07-24 11:15:48,39.9479,-70.8796,5,3.013,20.9759
"en617",2018-07-24 11:16:13,39.9479,-70.8796,5,3.712,21.1182
"EN617",2018-07-24 11:16:13,39.9479,-70.8796,5,3.18,21.0098
"en617",2018-07-24 11:16:38,39.9479,-70.8795,5,3.778,21.1315
"EN617",2018-07-24 11:16:38,39.9479,-70.8795,5,3.245,21.0231
"en617",2018-07-24 11:17:04,39.9479,-70.8794,5,3.766,21.1291
"EN617",2018-07-24 11:17:04,39.9479,-70.8794,5,3.234,21.0207
"en617",2018-07-24 11:17:29,39.9479,-70.8794,5,3.696,21.1148
"EN617",2018-07-24 11:17:29,39.9479,-70.8794,5,3.164,21.0065
"en617",2018-07-24 11:17:54,39.9479,-70.8793,5,3.819,21.14
"EN617",2018-07-24 11:17:54,39.9479,-70.8793,5,3.287,21.0315
"en617",2018-07-24 11:18:19,39.9479,-70.8793,5,3.908,21.1581
"EN617",2018-07-24 11:18:19,39.9479,-70.8793,5,3.375,21.0496
"en617",2018-07-24 11:18:45,39.9478,-70.8793,5,3.789,21.1337
"EN617",2018-07-24 11:18:45,39.9478,-70.8793,5,3.256,21.0253
"en617",2018-07-24 11:19:10,39.9478,-70.8793,5,3.775,21.131
"EN617",2018-07-24 11:19:10,39.9478,-70.8793,5,3.243,21.0226
"en617",2018-07-24 11:19:35,39.9478,-70.8793,5,3.814,21.1388
"EN617",2018-07-24 11:19:35,39.9478,-70.8793,5,3.281,21.0304
"en617",2018-07-24 11:20:00,39.9478,-70.8793,5,3.824,21.1409
"EN617",2018-07-24 11:20:00,39.9478,-70.8793,5,3.291,21.0325
"en617",2018-07-24 11:20:25,39.9478,-70.8793,5,3.829,21.142
"EN617",2018-07-24 11:20:25,39.9478,-70.8793,5,3.297,21.0336
"en617",2018-07-24 11:20:51,39.9478,-70.8793,5,4.043,21.1854
"EN617",2018-07-24 11:20:51,39.9478,-70.8793,5,3.509,21.0767
"en617",2018-07-24 11:21:16,39.9478,-70.8793,5,4.171,21.2115
"EN617",2018-07-24 11:21:16,39.9478,-70.8793,5,3.637,21.1027
"en617",2018-07-24 11:21:41,39.9478,-70.8793,5,4.258,21.2293
"EN617",2018-07-24 11:21:41,39.9478,-70.8793,5,3.723,21.1204
"en617",2018-07-24 11:22:06,39.9478,-70.8793,5,4.192,21.2159
"EN617",2018-07-24 11:22:06,39.9478,-70.8793,5,3.658,21.107
"en617",2018-07-24 11:22:32,39.9478,-70.8794,5,4.134,21.204
"EN617",2018-07-24 11:22:32,39.9478,-70.8794,5,3.6,21.0952
"en617",2018-07-24 11:22:57,39.9478,-70.8794,5,4.002,21.1771
"EN617",2018-07-24 11:22:57,39.9478,-70.8794,5,3.468,21.0685
"en617",2018-07-24 11:23:22,39.9478,-70.8794,5,3.929,21.1623
"EN617",2018-07-24 11:23:22,39.9478,-70.8794,5,3.396,21.0537
"en617",2018-07-24 11:23:47,39.9478,-70.8794,5,3.934,21.1633
"EN617",2018-07-24 11:23:47,39.9478,-70.8794,5,3.4,21.0547
"en617",2018-07-24 11:24:13,39.9478,-70.8794,5,3.909,21.1582
"EN617",2018-07-24 11:24:13,39.9478,-70.8794,5,3.376,21.0496
"en617",2018-07-24 11:24:38,39.9479,-70.8794,5,3.954,21.1674
"EN617",2018-07-24 11:24:38,39.9479,-70.8794,5,3.421,21.0589
"en617",2018-07-24 11:25:03,39.9479,-70.8794,5,4.075,21.1921
"EN617",2018-07-24 11:25:03,39.9479,-70.8794,5,3.542,21.0834
"en617",2018-07-24 11:25:28,39.9479,-70.8794,5,4.129,21.203
"EN617",2018-07-24 11:25:28,39.9479,-70.8794,5,3.595,21.0942
"en617",2018-07-24 11:25:54,39.948,-70.8793,5,4.363,21.2506
"EN617",2018-07-24 11:25:54,39.948,-70.8793,5,3.827,21.1416
"en617",2018-07-24 11:26:19,39.948,-70.8793,5,4.273,21.2323
"EN617",2018-07-24 11:26:19,39.948,-70.8793,5,3.738,21.1234
"en617",2018-07-24 11:26:44,39.9481,-70.8793,5,4.32,21.242
"EN617",2018-07-24 11:26:44,39.9481,-70.8793,5,3.785,21.1331
"en617",2018-07-24 11:27:09,39.9481,-70.8793,5,4.289,21.2356
"EN617",2018-07-24 11:27:09,39.9481,-70.8793,5,3.754,21.1266
"en617",2018-07-24 11:27:34,39.9482,-70.8793,5,4.391,21.2563
"EN617",2018-07-24 11:27:34,39.9482,-70.8793,5,3.855,21.1473
"en617",2018-07-24 11:28:00,39.9482,-70.8793,5,4.193,21.216
"EN617",2018-07-24 11:28:00,39.9482,-70.8793,5,3.658,21.1071
"en617",2018-07-24 11:28:25,39.9482,-70.8793,5,4.455,21.2695
"EN617",2018-07-24 11:28:25,39.9482,-70.8793,5,3.92,21.1604
"en617",2018-07-24 11:28:50,39.9483,-70.8793,5,4.381,21.2543
"EN617",2018-07-24 11:28:50,39.9483,-70.8793,5,3.845,21.1453
"en617",2018-07-24 11:29:15,39.9483,-70.8793,5,4.401,21.2584
"EN617",2018-07-24 11:29:15,39.9483,-70.8793,5,3.865,21.1493
"en617",2018-07-24 11:29:41,39.9483,-70.8792,5,4.268,21.2313
"EN617",2018-07-24 11:29:41,39.9483,-70.8792,5,3.733,21.1224
"en617",2018-07-24 11:30:06,39.9483,-70.8792,5,4.343,21.2465
"EN617",2018-07-24 11:30:06,39.9483,-70.8792,5,3.807,21.1375
"en617",2018-07-24 11:30:31,39.9484,-70.8792,5,4.242,21.226
"EN617",2018-07-24 11:30:31,39.9484,-70.8792,5,3.707,21.1171
"en617",2018-07-24 11:30:56,39.9484,-70.8792,5,4.271,21.2319
"EN617",2018-07-24 11:30:56,39.9484,-70.8792,5,3.736,21.1229
"en617",2018-07-24 11:31:22,39.9484,-70.8792,5,4.274,21.2325
"EN617",2018-07-24 11:31:22,39.9484,-70.8792,5,3.739,21.1236
"en617",2018-07-24 11:31:47,39.9484,-70.8791,5,4.372,21.2524
"EN617",2018-07-24 11:31:47,39.9484,-70.8791,5,3.837,21.1434
"en617",2018-07-24 11:32:12,39.9484,-70.8791,5,4.414,21.2609
"EN617",2018-07-24 11:32:12,39.9484,-70.8791,5,3.878,21.1519
"en617",2018-07-24 11:32:37,39.9484,-70.8791,5,4.443,21.267
"EN617",2018-07-24 11:32:37,39.9484,-70.8791,5,3.908,21.1579
"en617",2018-07-24 11:33:03,39.9484,-70.8791,5,4.591,21.297
"EN617",2018-07-24 11:33:03,39.9484,-70.8791,5,4.054,21.1878
"en617",2018-07-24 11:33:28,39.9484,-70.8791,5,4.606,21.3001
"EN617",2018-07-24 11:33:28,39.9484,-70.8791,5,4.07,21.1909
"en617",2018-07-24 11:33:53,39.9484,-70.8791,5,4.572,21.2932
"EN617",2018-07-24 11:33:53,39.9484,-70.8791,5,4.036,21.184
"en617",2018-07-24 11:34:18,39.9484,-70.8791,5,4.475,21.2735
"EN617",2018-07-24 11:34:18,39.9484,-70.8791,5,3.939,21.1644
"en617",2018-07-24 11:34:43,39.9484,-70.879,5,4.467,21.2718
"EN617",2018-07-24 11:34:43,39.9484,-70.879,5,3.931,21.1626
"en617",2018-07-24 11:35:09,39.9484,-70.879,5,4.415,21.2612
"EN617",2018-07-24 11:35:09,39.9484,-70.879,5,3.88,21.1522
"en617",2018-07-24 11:35:34,39.9485,-70.879,5,4.423,21.2628
"EN617",2018-07-24 11:35:34,39.9485,-70.879,5,3.887,21.1537
"en617",2018-07-24 11:35:59,39.9485,-70.879,5,4.367,21.2514
"EN617",2018-07-24 11:35:59,39.9485,-70.879,5,3.832,21.1424
"en617",2018-07-24 11:36:24,39.9485,-70.879,5,4.479,21.2743
"EN617",2018-07-24 11:36:24,39.9485,-70.879,5,3.943,21.1651
"en617",2018-07-24 11:36:49,39.9485,-70.879,5,4.441,21.2665
"EN617",2018-07-24 11:36:49,39.9485,-70.879,5,3.906,21.1574
"en617",2018-07-24 11:37:14,39.9485,-70.879,5,4.363,21.2506
"EN617",2018-07-24 11:37:14,39.9485,-70.879,5,3.827,21.1415
"en617",2018-07-24 11:37:40,39.9486,-70.8789,5,4.336,21.245
"EN617",2018-07-24 11:37:40,39.9486,-70.8789,5,3.8,21.136
"en617",2018-07-24 11:38:05,39.9486,-70.8789,5,4.364,21.2508
"EN617",2018-07-24 11:38:05,39.9486,-70.8789,5,3.829,21.1418
"en617",2018-07-24 11:38:30,39.9486,-70.8789,5,4.219,21.2213
"EN617",2018-07-24 11:38:30,39.9486,-70.8789,5,3.685,21.1124
"en617",2018-07-24 11:38:55,39.9487,-70.8789,5,4.282,21.2341
"EN617",2018-07-24 11:38:55,39.9487,-70.8789,5,3.747,21.1252
"en617",2018-07-24 11:39:21,39.9487,-70.8789,5,4.249,21.2274
"EN617",2018-07-24 11:39:21,39.9487,-70.8789,5,3.715,21.1185
"en617",2018-07-24 11:39:46,39.9488,-70.8789,5,4.2,21.2174
"EN617",2018-07-24 11:39:46,39.9488,-70.8789,5,3.666,21.1086
"en617",2018-07-24 11:40:11,39.9488,-70.8789,5,4.227,21.2229
"EN617",2018-07-24 11:40:11,39.9488,-70.8789,5,3.692,21.114
"en617",2018-07-24 11:40:36,39.9489,-70.8788,5,4.371,21.2522
"EN617",2018-07-24 11:40:36,39.9489,-70.8788,5,3.836,21.1431
"en617",2018-07-24 11:41:01,39.9489,-70.8788,5,4.269,21.2314
"EN617",2018-07-24 11:41:01,39.9489,-70.8788,5,3.734,21.1224
"en617",2018-07-24 11:41:27,39.9489,-70.8788,5,4.365,21.2509
"EN617",2018-07-24 11:41:27,39.9489,-70.8788,5,3.83,21.1419
"en617",2018-07-24 11:41:52,39.9489,-70.8788,5,4.441,21.2665
"EN617",2018-07-24 11:41:52,39.9489,-70.8788,5,3.906,21.1574
"en617",2018-07-24 11:42:17,39.9489,-70.8788,5,4.45,21.2682
"EN617",2018-07-24 11:42:17,39.9489,-70.8788,5,3.914,21.1591
"en617",2018-07-24 11:42:42,39.949,-70.8788,5,4.273,21.2321
"EN617",2018-07-24 11:42:42,39.949,-70.8788,5,3.738,21.1232
"en617",2018-07-24 11:43:08,39.949,-70.8788,5,4.277,21.233
"EN617",2018-07-24 11:43:08,39.949,-70.8788,5,3.742,21.124
"en617",2018-07-24 11:43:33,39.9491,-70.8788,5,4.35,21.2478
"EN617",2018-07-24 11:43:33,39.9491,-70.8788,5,3.815,21.1388
"en617",2018-07-24 11:43:58,39.9491,-70.8788,5,4.263,21.2301
"EN617",2018-07-24 11:43:58,39.9491,-70.8788,5,3.729,21.1212
"en617",2018-07-24 11:44:23,39.9491,-70.8786,5,4.245,21.2265
"EN617",2018-07-24 11:44:23,39.9491,-70.8786,5,3.711,21.1176
"en617",2018-07-24 11:44:49,39.9492,-70.8785,5,4.306,21.2389
"EN617",2018-07-24 11:44:49,39.9492,-70.8785,5,3.771,21.1299
"en617",2018-07-24 11:45:14,39.9494,-70.8783,5,4.315,21.2407
"EN617",2018-07-24 11:45:14,39.9494,-70.8783,5,3.78,21.1317
"en617",2018-07-24 11:45:39,39.9497,-70.8782,5,4.205,21.2183
"EN617",2018-07-24 11:45:39,39.9497,-70.8782,5,3.671,21.1094
"en617",2018-07-24 11:46:04,39.95,-70.8782,5,4.311,21.2397
"EN617",2018-07-24 11:46:04,39.95,-70.8782,5,3.775,21.1307
"en617",2018-07-24 11:46:30,39.9503,-70.8785,5,4.326,21.2428
"EN617",2018-07-24 11:46:30,39.9503,-70.8785,5,3.791,21.1338
"en617",2018-07-24 11:46:55,39.9506,-70.8788,5,4.31,21.2396
"EN617",2018-07-24 11:46:55,39.9506,-70.8788,5,3.775,21.1306
"en617",2018-07-24 11:47:20,39.9512,-70.8797,5,4.373,21.2523
"EN617",2018-07-24 11:47:20,39.9512,-70.8797,5,3.837,21.1432
"en617",2018-07-24 11:47:45,39.9519,-70.8806,5,4.282,21.2337
"EN617",2018-07-24 11:47:45,39.9519,-70.8806,5,3.747,21.1248
"en617",2018-07-24 11:48:10,39.9526,-70.8816,5,4.294,21.2361
"EN617",2018-07-24 11:48:10,39.9526,-70.8816,5,3.759,21.1272
"en617",2018-07-24 11:48:36,39.9533,-70.8826,5,4.255,21.2283
"EN617",2018-07-24 11:48:36,39.9533,-70.8826,5,3.721,21.1194
"en617",2018-07-24 11:49:01,39.954,-70.8835,5,4.298,21.2371
"EN617",2018-07-24 11:49:01,39.954,-70.8835,5,3.763,21.1281
"en617",2018-07-24 11:49:26,39.955,-70.8838,5,4.185,21.214
"EN617",2018-07-24 11:49:26,39.955,-70.8838,5,3.651,21.1052
"en617",2018-07-24 11:49:51,39.956,-70.8841,5,4.273,21.2319
"EN617",2018-07-24 11:49:51,39.956,-70.8841,5,3.738,21.123
"en617",2018-07-24 11:50:16,39.9571,-70.8843,5,4.271,21.2313
"EN617",2018-07-24 11:50:16,39.9571,-70.8843,5,3.736,21.1224
"en617",2018-07-24 11:50:41,39.9581,-70.8843,5,4.257,21.2287
"EN617",2018-07-24 11:50:41,39.9581,-70.8843,5,3.723,21.1198
"en617",2018-07-24 11:51:07,39.9592,-70.8844,5,4.187,21.2143
"EN617",2018-07-24 11:51:07,39.9592,-70.8844,5,3.652,21.1055
"en617",2018-07-24 11:51:32,39.9603,-70.8845,5,4.255,21.2283
"EN617",2018-07-24 11:51:32,39.9603,-70.8845,5,3.72,21.1194
"en617",2018-07-24 11:51:57,39.9614,-70.8846,5,4.193,21.2156
"EN617",2018-07-24 11:51:57,39.9614,-70.8846,5,3.658,21.1068
"en617",2018-07-24 11:52:22,39.9625,-70.8846,5,4.059,21.1885
"EN617",2018-07-24 11:52:22,39.9625,-70.8846,5,3.525,21.0798
"en617",2018-07-24 11:52:48,39.9636,-70.8847,5,4.063,21.1892
"EN617",2018-07-24 11:52:48,39.9636,-70.8847,5,3.529,21.0805
"en617",2018-07-24 11:53:13,39.9647,-70.8847,5,4.054,21.1875
"EN617",2018-07-24 11:53:13,39.9647,-70.8847,5,3.52,21.0788
"en617",2018-07-24 11:53:38,39.9657,-70.8847,5,3.997,21.1762
"EN617",2018-07-24 11:53:38,39.9657,-70.8847,5,3.464,21.0676
