"cruise","datetime_utc","latitude","longitude","depth","temperature","salinity","biosat","O2_Ar_ratio"
"EN649",2020-02-01 15:02:54,41.4135,-71.3689,5,5.21984,31.5968,-0.009874,20.4217
"EN649",2020-02-01 15:03:19,41.4128,-71.3676,5,5.2156,31.6273,0.01442,20.4266
"EN649",2020-02-01 15:03:45,41.4122,-71.3662,5,5.20697,31.653,0.1083,20.4458
"EN649",2020-02-01 15:04:10,41.4115,-71.3649,5,5.18905,31.6732,0.1524,20.4548
"EN649",2020-02-01 15:04:35,41.4108,-71.3637,5,5.15668,31.6868,0.1158,20.4475
"EN649",2020-02-01 15:05:00,41.4101,-71.3624,5,5.1243,31.7004,0.1429,20.4531
"EN649",2020-02-01 15:05:25,41.4094,-71.3611,5,5.11322,31.6863,0.09475,20.4434
"EN649",2020-02-01 15:05:50,41.4087,-71.3599,5,5.10213,31.6722,-0.006545,20.4227
"EN649",2020-02-01 15:06:15,41.408,-71.3586,5,5.10388,31.6722,-0.008096,20.4224
"EN649",2020-02-01 15:06:41,41.4072,-71.3573,5,5.11458,31.6819,0.0958,20.4436
"EN649",2020-02-01 15:07:06,41.4065,-71.356,5,5.12837,31.6912,0.1613,20.4569
"EN649",2020-02-01 15:07:31,41.4059,-71.3546,5,5.15325,31.6997,0.1628,20.4571
"EN649",2020-02-01 15:07:56,41.4052,-71.3533,5,5.17812,31.7082,0.1999,20.4645
"EN649",2020-02-01 15:08:22,41.4046,-71.3519,5,5.2151,31.8006,0.1004,20.4439
"EN649",2020-02-01 15:08:47,41.404,-71.3505,5,5.2526,31.904,0.009555,20.425
"EN649",2020-02-01 15:09:12,41.4034,-71.3491,5,5.2752,31.963,-0.1702,20.3881
"EN649",2020-02-01 15:09:37,41.4028,-71.3478,5,5.28166,31.974,-0.1673,20.3887
"EN649",2020-02-01 15:10:03,41.4021,-71.3463,5,5.28262,31.9863,-0.1464,20.3929
"EN649",2020-02-01 15:10:28,41.4015,-71.345,5,5.24117,32.0058,-0.1541,20.3915
"EN649",2020-02-01 15:10:53,41.401,-71.3436,5,5.19971,32.0253,-0.1643,20.3896
"EN649",2020-02-01 15:11:18,41.4004,-71.3422,5,5.18864,32.029,-0.1154,20.3996
"EN649",2020-02-01 15:11:43,41.3998,-71.3408,5,5.18939,32.0264,-0.1322,20.3962
"EN649",2020-02-01 15:12:09,41.3992,-71.3394,5,5.18938,32.023,-0.2215,20.3779
"EN649",2020-02-01 15:12:34,41.3986,-71.338,5,5.18792,32.0182,-0.2141,20.3795
"EN649",2020-02-01 15:12:59,41.398,-71.3366,5,5.18646,32.0134,-0.1927,20.3838
"EN649",2020-02-01 15:13:24,41.3974,-71.3353,5,5.17184,32.012,-0.008003,20.4216
"EN649",2020-02-01 15:13:49,41.3968,-71.334,5,5.15667,32.0107,0.01846,20.4271
"EN649",2020-02-01 15:14:14,41.3962,-71.3326,5,5.12431,32.0146,0.07767,20.4393
"EN649",2020-02-01 15:14:39,41.3955,-71.3313,5,5.07843,32.0224,0.2589,20.4766
"EN649",2020-02-01 15:15:04,41.3949,-71.3299,5,5.03789,32.0339,0.311,20.4874
"EN649",2020-02-01 15:15:30,41.3942,-71.3284,5,5.02485,32.0659,0.1952,20.4637
"EN649",2020-02-01 15:15:55,41.3936,-71.3271,5,5.01231,32.0966,0.2772,20.4805
"EN649",2020-02-01 15:16:20,41.3931,-71.3257,5,5.006,32.0974,0.3184,20.4889
"EN649",2020-02-01 15:16:45,41.3925,-71.3243,5,5.00125,32.0909,0.1337,20.4512
"EN649",2020-02-01 15:17:11,41.3919,-71.3228,5,4.99407,32.0851,-0.01373,20.4211
"EN649",2020-02-01 15:17:36,41.3914,-71.3214,5,4.98424,32.0811,-0.08527,20.4066
"EN649",2020-02-01 15:18:01,41.3908,-71.32,5,4.97431,32.0772,-0.09274,20.4051
"EN649",2020-02-01 15:18:26,41.3902,-71.3187,5,4.96219,32.0735,-0.2009,20.3831
"EN649",2020-02-01 15:18:51,41.3896,-71.3174,5,4.95007,32.0699,-0.06128,20.4116
"EN649",2020-02-01 15:19:17,41.389,-71.3159,5,4.94267,32.0664,0.01105,20.4265
"EN649",2020-02-01 15:19:42,41.3885,-71.3144,5,4.93821,32.0632,-0.03189,20.4177
"EN649",2020-02-01 15:20:07,41.3879,-71.313,5,4.93403,32.0599,-0.1084,20.4021
"EN649",2020-02-01 15:20:32,41.3874,-71.3116,5,4.93057,32.0565,-0.04901,20.4143
"EN649",2020-02-01 15:20:58,41.3868,-71.3102,5,4.92698,32.0529,-0.06783,20.4104
"EN649",2020-02-01 15:21:23,41.3863,-71.3088,5,4.93065,32.0487,-0.1168,20.4004
"EN649",2020-02-01 15:21:48,41.3857,-71.3075,5,4.93494,32.0445,-0.1985,20.3837
"EN649",2020-02-01 15:22:13,41.3851,-71.3061,5,4.94428,32.0409,-0.2134,20.3806
"EN649",2020-02-01 15:22:39,41.3844,-71.3047,5,4.95884,32.0376,-0.2551,20.3721
"EN649",2020-02-01 15:23:04,41.3838,-71.3033,5,4.97059,32.0346,-0.2669,20.3696
"EN649",2020-02-01 15:23:29,41.3833,-71.3019,5,4.97055,32.0319,-0.2428,20.3746
"EN649",2020-02-01 15:23:53,41.3828,-71.3006,5,4.97051,32.0293,-0.08281,20.4072
"EN649",2020-02-01 15:24:18,41.3822,-71.2992,5,4.96624,32.0244,-0.1513,20.3933
"EN649",2020-02-01 15:24:44,41.3817,-71.2977,5,4.96009,32.0185,-0.1893,20.3855
"EN649",2020-02-01 15:25:09,41.3812,-71.2963,5,4.95231,32.0139,-0.1855,20.3864
"EN649",2020-02-01 15:25:34,41.3806,-71.2949,5,4.94123,32.0113,-0.155,20.3926
"EN649",2020-02-01 15:25:59,41.38,-71.2935,5,4.93014,32.0086,-0.2121,20.381
"EN649",2020-02-01 15:26:25,41.3794,-71.292,5,4.93049,32.0063,-0.1734,20.3889
"EN649",2020-02-01 15:26:50,41.3788,-71.2907,5,4.93128,32.0041,-0.1414,20.3955
"EN649",2020-02-01 15:27:15,41.3782,-71.2893,5,4.93898,32.0031,-0.1106,20.4017
"EN649",2020-02-01 15:27:40,41.3776,-71.288,5,4.95127,32.0028,-0.1845,20.3866
"EN649",2020-02-01 15:28:06,41.377,-71.2866,5,4.95723,32.0026,-0.2657,20.37
"EN649",2020-02-01 15:28:30,41.3765,-71.2852,5,4.94175,32.0024,-0.176,20.3884
"EN649",2020-02-01 15:28:56,41.376,-71.2837,5,4.92498,32.0023,-0.2218,20.3791
"EN649",2020-02-01 15:29:21,41.3754,-71.2823,5,4.91344,31.999,-0.3778,20.3473
"EN649",2020-02-01 15:29:46,41.3748,-71.2809,5,4.90277,31.9952,-0.3608,20.3508
"EN649",2020-02-01 15:30:11,41.3742,-71.2795,5,4.89368,31.9914,-0.2994,20.3634
"EN649",2020-02-01 15:30:36,41.3737,-71.2781,5,4.8866,31.9878,-0.4265,20.3375
"EN649",2020-02-01 15:31:01,41.3731,-71.2767,5,4.87898,31.9842,-0.3774,20.3475
"EN649",2020-02-01 15:31:26,41.3725,-71.2753,5,4.85848,31.9798,-0.3305,20.3572
"EN649",2020-02-01 15:31:52,41.3719,-71.2739,5,4.83716,31.9752,-0.2772,20.3682
"EN649",2020-02-01 15:32:17,41.3713,-71.2725,5,4.82046,31.9672,-0.2342,20.3771
"EN649",2020-02-01 15:32:42,41.3707,-71.2712,5,4.80554,31.9575,-0.2381,20.3763
"EN649",2020-02-01 15:33:07,41.37,-71.2698,5,4.79033,31.9485,-0.2862,20.3666
"EN649",2020-02-01 15:33:33,41.3694,-71.2683,5,4.77373,31.9409,-0.2975,20.3644
"EN649",2020-02-01 15:33:58,41.3688,-71.2669,5,4.75778,31.9336,-0.3235,20.3591
"EN649",2020-02-01 15:34:23,41.3683,-71.2655,5,4.73944,31.9284,-0.3437,20.3551
"EN649",2020-02-01 15:34:48,41.3678,-71.2642,5,4.7209,31.9234,-0.3077,20.3626
"EN649",2020-02-01 15:35:14,41.3672,-71.2627,5,4.70682,31.9181,-0.2028,20.3841
"EN649",2020-02-01 15:35:39,41.3667,-71.2613,5,4.69757,31.9128,-0.15,20.3949
"EN649",2020-02-01 15:36:04,41.3661,-71.2599,5,4.6893,31.9081,-0.07417,20.4104
"EN649",2020-02-01 15:36:28,41.3655,-71.2586,5,4.6863,31.9064,-0.01603,20.4223
"EN649",2020-02-01 15:36:53,41.365,-71.2572,5,4.68317,31.9047,9.168e-05,20.4256
"EN649",2020-02-01 15:37:18,41.3643,-71.2558,5,4.68473,31.9043,-0.02124,20.4213
"EN649",2020-02-01 15:37:43,41.3637,-71.2544,5,4.6881,31.9043,-0.09713,20.4057
"EN649",2020-02-01 15:38:09,41.3631,-71.2529,5,4.69576,31.9051,-0.3097,20.3623
"EN649",2020-02-01 15:38:32,41.3625,-71.2517,5,4.70944,31.9069,-0.2679,20.3708
"EN649",2020-02-01 15:38:57,41.3619,-71.2504,5,4.72431,31.9088,-0.2936,20.3654
"EN649",2020-02-01 15:39:23,41.3613,-71.2489,5,4.76252,31.9159,-0.367,20.3503
"EN649",2020-02-01 15:39:48,41.3607,-71.2475,5,4.8021,31.9235,-0.3364,20.3563
"EN649",2020-02-01 15:40:13,41.3601,-71.2461,5,4.83154,31.9343,-0.2023,20.3836
"EN649",2020-02-01 15:40:38,41.3596,-71.2446,5,4.85163,31.948,-0.3773,20.3477
"EN649",2020-02-01 15:41:04,41.359,-71.2432,5,4.87042,31.9616,-0.3794,20.3472
"EN649",2020-02-01 15:41:29,41.3584,-71.2418,5,4.87742,31.9709,-0.4008,20.3428
"EN649",2020-02-01 15:41:54,41.3578,-71.2404,5,4.88442,31.9803,-0.3389,20.3554
"EN649",2020-02-01 15:42:19,41.3572,-71.2391,5,4.87489,31.9893,-0.2796,20.3675
"EN649",2020-02-01 15:42:45,41.3566,-71.2376,5,4.85955,31.9987,-0.1494,20.3942
"EN649",2020-02-01 15:43:10,41.356,-71.2362,5,4.84912,32.0065,-0.1993,20.384
"EN649",2020-02-01 15:43:35,41.3554,-71.2348,5,4.84516,32.0124,-0.1706,20.3899
"EN649",2020-02-01 15:44:00,41.3549,-71.2334,5,4.8412,32.0183,-0.2859,20.3663
"EN649",2020-02-01 15:44:26,41.3543,-71.2319,5,4.83253,18.3914,-0.4603,20.3501
"EN649",2020-02-01 15:44:51,41.3537,-71.2305,5,4.8242,5.2886,-0.5706,20.3442
"EN649",2020-02-01 15:45:16,41.3531,-71.2291,5,4.82011,0.561867,-0.5275,20.3586
"EN649",2020-02-01 15:45:41,41.3525,-71.2277,5,4.8184,0.546658,-0.6472,20.3341
"EN649",2020-02-01 15:46:06,41.352,-71.2264,5,4.81827,0.53312,-0.6082,20.3421
"EN649",2020-02-01 15:46:32,41.3514,-71.225,5,4.82334,0.52454,-0.5204,20.36
"EN649",2020-02-01 15:46:56,41.3508,-71.2237,5,4.82802,0.51662,-0.6065,20.3424
"EN649",2020-02-01 15:47:20,41.3503,-71.2224,5,4.8366,0.510633,-0.6694,20.3295
"EN649",2020-02-01 15:47:45,41.3498,-71.221,5,4.84635,0.5048,-0.5425,20.3554
"EN649",2020-02-01 15:48:10,41.3493,-71.2196,5,4.85433,0.497667,-0.5441,20.3551
"EN649",2020-02-01 15:48:35,41.3487,-71.2183,5,4.85967,0.488583,-0.6059,20.3424
"EN649",2020-02-01 15:49:00,41.3482,-71.2169,5,4.865,0.4795,-0.5365,20.3566
"EN649",2020-02-01 15:49:25,41.3476,-71.2156,5,4.88821,0.488,-0.5127,20.3614
"EN649",2020-02-01 15:49:51,41.3469,-71.2143,5,4.91234,0.49684,-0.4718,20.3696
"EN649",2020-02-01 15:50:16,41.3463,-71.2129,5,4.92945,0.494487,-0.4113,20.3819
"EN649",2020-02-01 15:50:41,41.3456,-71.2116,5,4.94311,0.486028,-0.3088,20.4028
"EN649",2020-02-01 15:51:06,41.3449,-71.2103,5,4.95838,0.47921,-0.2204,20.4208
"EN649",2020-02-01 15:51:32,41.3443,-71.209,5,4.97953,0.47752,-0.1348,20.4383
"EN649",2020-02-01 15:51:57,41.3437,-71.2078,5,4.99986,0.475895,-0.1043,20.4444
"EN649",2020-02-01 15:52:22,41.3431,-71.2064,5,4.99442,0.473903,-0.08466,20.4485
"EN649",2020-02-01 15:52:47,41.3425,-71.2049,5,4.98546,0.471862,-0.1514,20.4348
"EN649",2020-02-01 15:53:12,41.3419,-71.2035,5,4.9966,0.4706,-0.1235,20.4405
"EN649",2020-02-01 15:53:38,41.3413,-71.2021,5,5.03083,0.470167,-0.1918,20.4264
"EN649",2020-02-01 15:54:03,41.3407,-71.2007,5,5.06093,0.46974,-0.2653,20.4112
"EN649",2020-02-01 15:54:28,41.3401,-71.1995,5,5.07039,0.46924,-0.3845,20.3867
"EN649",2020-02-01 15:54:53,41.3395,-71.1982,5,5.07985,0.46874,-0.3307,20.3977
"EN649",2020-02-01 15:55:18,41.3389,-71.1969,5,5.08181,0.46818,-0.2991,20.4042
"EN649",2020-02-01 15:55:43,41.3383,-71.1956,5,5.08085,0.467597,-0.2903,20.406
"EN649",2020-02-01 15:56:09,41.3377,-71.1943,5,5.0744,0.467125,-0.3561,20.3925
"EN649",2020-02-01 15:56:34,41.3371,-71.193,5,5.05827,0.466917,-0.3826,20.3872
"EN649",2020-02-01 15:56:59,41.3365,-71.1917,5,5.04214,0.466708,-0.4784,20.3677
"EN649",2020-02-01 15:57:24,41.336,-71.1903,5,5.04226,0.46614,-0.6026,20.3422
"EN649",2020-02-01 15:57:49,41.3354,-71.189,5,5.04305,0.465557,-0.6412,20.3343
"EN649",2020-02-01 15:58:14,41.3349,-71.1877,5,5.04548,0.46432,-0.5398,20.3551
"EN649",2020-02-01 15:58:39,41.3342,-71.1864,5,5.04919,0.46257,-0.4947,20.3643
"EN649",2020-02-01 15:59:04,41.3336,-71.1851,5,5.05335,0.460853,-0.4303,20.3775
"EN649",2020-02-01 15:59:27,41.333,-71.184,5,5.05937,0.459435,-0.3716,20.3894
"EN649",2020-02-01 15:59:53,41.3324,-71.1827,5,5.06617,0.457832,-0.2299,20.4184
"EN649",2020-02-01 16:00:18,41.3318,-71.1814,5,5.07961,0.45596,-0.2325,20.4178
"EN649",2020-02-01 16:00:43,41.3312,-71.1801,5,5.09573,0.45396,-0.2235,20.4196
"EN649",2020-02-01 16:01:08,41.3306,-71.1788,5,5.1141,0.452067,-0.1702,20.4304
"EN649",2020-02-01 16:01:34,41.3301,-71.1774,5,5.13815,0.450333,-0.2152,20.4211
"EN649",2020-02-01 16:01:59,41.3296,-71.1761,5,5.16128,0.448667,-0.2383,20.4162
"EN649",2020-02-01 16:02:24,41.329,-71.1747,5,5.15496,0.44636,-0.1645,20.4314
"EN649",2020-02-01 16:02:49,41.3285,-71.1734,5,5.14742,0.444027,-0.2148,20.4211
"EN649",2020-02-01 16:03:15,41.3278,-71.172,5,5.13822,0.44085,-0.2929,20.4052
"EN649",2020-02-01 16:03:40,41.3272,-71.1707,5,5.12843,0.437267,-0.228,20.4185
"EN649",2020-02-01 16:04:05,41.3266,-71.1694,5,5.11656,0.433767,-0.269,20.4102
"EN649",2020-02-01 16:04:30,41.326,-71.1682,5,5.09635,0.4306,-0.2923,20.4055
"EN649",2020-02-01 16:04:55,41.3254,-71.167,5,5.07614,0.427433,-0.1902,20.4265
"EN649",2020-02-01 16:05:21,41.3248,-71.1656,5,5.06104,0.4233,-0.1529,20.4342
"EN649",2020-02-01 16:05:46,41.3242,-71.1643,5,5.04787,0.419133,-0.247,20.415
"EN649",2020-02-01 16:06:11,41.3237,-71.163,5,5.04035,0.415223,-0.2507,20.4143
"EN649",2020-02-01 16:06:36,41.3231,-71.1617,5,5.04002,0.41164,-0.3591,20.3921
"EN649",2020-02-01 16:07:02,41.3226,-71.1603,5,5.03966,0.407923,-0.3681,20.3903
"EN649",2020-02-01 16:07:27,41.322,-71.159,5,5.0392,0.404465,-0.3837,20.3871
"EN649",2020-02-01 16:07:52,41.3215,-71.1576,5,5.03875,0.401007,-0.2886,20.4066
"EN649",2020-02-01 16:08:17,41.3209,-71.1563,5,5.02429,0.397322,-0.2703,20.4104
"EN649",2020-02-01 16:08:43,41.3203,-71.155,5,5.00241,0.393378,-0.2606,20.4125
"EN649",2020-02-01 16:09:08,41.3197,-71.1537,5,4.98471,0.389707,-0.2359,20.4176
"EN649",2020-02-01 16:09:33,41.3191,-71.1524,5,4.97413,0.38629,-0.2629,20.4122
"EN649",2020-02-01 16:09:58,41.3185,-71.1512,5,4.96355,0.382873,-0.3037,20.4039
"EN649",2020-02-01 16:10:24,41.3179,-71.1499,5,4.94542,0.37968,-0.3147,20.4017
"EN649",2020-02-01 16:10:49,41.3173,-71.1486,5,4.92742,0.376638,-0.3155,20.4016
"EN649",2020-02-01 16:11:14,41.3167,-71.1473,5,4.91434,0.37376,-0.2669,20.4116
"EN649",2020-02-01 16:11:37,41.3161,-71.1461,5,4.90587,0.37123,-0.2241,20.4205
"EN649",2020-02-01 16:12:02,41.3156,-71.1449,5,4.89692,0.368497,-0.1104,20.4438
"EN649",2020-02-01 16:12:28,41.3149,-71.1436,5,4.89068,0.365853,-0.1385,20.4381
"EN649",2020-02-01 16:12:53,41.3144,-71.1423,5,4.88468,0.363312,-0.04293,20.4577
"EN649",2020-02-01 16:13:18,41.3138,-71.1409,5,4.87556,0.36089,-0.1634,20.433
"EN649",2020-02-01 16:13:43,41.3133,-71.1396,5,4.86523,0.358515,-0.2562,20.4141
"EN649",2020-02-01 16:14:09,41.3127,-71.1382,5,4.8576,0.356015,-0.2888,20.4075
"EN649",2020-02-01 16:14:34,41.3122,-71.1369,5,4.85593,0.353557,-0.2474,20.4159
"EN649",2020-02-01 16:14:59,41.3116,-71.1357,5,4.85427,0.351098,-0.2694,20.4115
"EN649",2020-02-01 16:15:24,41.311,-71.1344,5,4.8552,0.34868,-0.2571,20.414
"EN649",2020-02-01 16:15:50,41.3103,-71.1332,5,4.85628,0.346167,-0.09101,20.448
"EN649",2020-02-01 16:16:15,41.3097,-71.1319,5,4.86303,0.343975,-0.1563,20.4346
"EN649",2020-02-01 16:16:40,41.3091,-71.1306,5,4.87357,0.341933,-0.1359,20.4387
"EN649",2020-02-01 16:17:05,41.3085,-71.1293,5,4.88075,0.339967,-0.1422,20.4374
"EN649",2020-02-01 16:17:31,41.3079,-71.128,5,4.87425,0.338233,-0.1147,20.443
"EN649",2020-02-01 16:17:55,41.3074,-71.1268,5,4.86825,0.336633,-0.2056,20.4245
"EN649",2020-02-01 16:18:20,41.3069,-71.1255,5,4.87193,0.335067,-0.1821,20.4293
"EN649",2020-02-01 16:18:46,41.3063,-71.1241,5,4.87835,0.333463,-0.1656,20.4326
"EN649",2020-02-01 16:19:11,41.3057,-71.1228,5,4.89469,0.331885,-0.1892,20.4277
"EN649",2020-02-01 16:19:36,41.3052,-71.1215,5,4.92398,0.33026,-0.2202,20.4212
