"cruise","datetime_utc","latitude","longitude","depth","temperature","salinity","biosat","O2_Ar_ratio"
"AT46",2022-02-16 17:32:03,41.1942,-70.883,5,3.87694,32.8375,2.74,20.9875
"AT46",2022-02-16 17:32:29,41.194,-70.883,5,3.89688,32.8411,2.695,20.9782
"AT46",2022-02-16 17:32:54,41.194,-70.883,5,3.91476,32.8427,2.635,20.9659
"AT46",2022-02-16 17:33:19,41.194,-70.883,5,3.93253,32.8442,2.679,20.9748
"AT46",2022-02-16 17:33:44,41.194,-70.883,5,3.9492,32.8445,2.666,20.9722
"AT46",2022-02-16 17:34:09,41.194,-70.883,5,3.96587,32.8447,2.607,20.96
"AT46",2022-02-16 17:34:33,41.194,-70.883,5,3.98053,32.8447,2.665,20.9718
"AT46",2022-02-16 17:34:56,41.194,-70.883,5,3.99395,32.8447,2.639,20.9664
"AT46",2022-02-16 17:35:22,41.194,-70.883,5,4.0089,32.8448,2.582,20.9546
"AT46",2022-02-16 17:35:47,41.194,-70.883,5,4.0224,32.846,2.614,20.961
"AT46",2022-02-16 17:36:12,41.194,-70.883,5,4.0359,32.8473,2.721,20.9829
"AT46",2022-02-16 17:36:37,41.1943,-70.883,5,4.04673,32.848,2.75,20.9888
"AT46",2022-02-16 17:37:02,41.1947,-70.883,5,4.0569,32.8487,2.733,20.9852
"AT46",2022-02-16 17:37:25,41.195,-70.883,5,4.06595,32.8481,2.783,20.9954
"AT46",2022-02-16 17:37:50,41.195,-70.883,5,4.07516,32.845,2.835,21.0059
"AT46",2022-02-16 17:38:15,41.195,-70.883,5,4.08436,32.8419,2.806,21
"AT46",2022-02-16 17:38:38,41.195,-70.883,5,4.09084,32.8402,2.861,21.0113
"AT46",2022-02-16 17:39:04,41.195,-70.883,5,4.09795,32.8383,2.939,21.0271
"AT46",2022-02-16 17:39:29,41.195,-70.883,5,4.10428,32.8374,2.936,21.0266
"AT46",2022-02-16 17:39:52,41.195,-70.883,5,4.10961,32.8373,2.996,21.0387
"AT46",2022-02-16 17:40:17,41.195,-70.883,5,4.1154,32.8372,3.032,21.046
"AT46",2022-02-16 17:40:43,41.1954,-70.883,5,4.12038,32.8364,3.084,21.0567
"AT46",2022-02-16 17:41:08,41.1959,-70.883,5,4.12518,32.8356,3.062,21.0522
"AT46",2022-02-16 17:41:33,41.196,-70.883,5,4.12906,32.8346,3.183,21.0769
"AT46",2022-02-16 17:41:58,41.196,-70.883,5,4.13243,32.8334,3.161,21.0724
"AT46",2022-02-16 17:42:24,41.196,-70.883,5,4.13546,32.832,3.181,21.0765
"AT46",2022-02-16 17:42:47,41.196,-70.883,5,4.13695,32.8304,3.144,21.0689
"AT46",2022-02-16 17:43:11,41.196,-70.883,5,4.13851,32.8288,3.156,21.0714
"AT46",2022-02-16 17:43:37,41.196,-70.883,5,4.14017,32.8268,3.044,21.0485
"AT46",2022-02-16 17:44:02,41.196,-70.883,5,4.14175,32.8247,3.021,21.0438
"AT46",2022-02-16 17:44:27,41.1962,-70.883,5,4.14262,32.8226,3.016,21.0427
"AT46",2022-02-16 17:44:52,41.1966,-70.883,5,4.14241,32.8205,3.058,21.0512
"AT46",2022-02-16 17:45:17,41.197,-70.883,5,4.1422,32.8183,3.085,21.0568
"AT46",2022-02-16 17:45:42,41.197,-70.883,5,4.14258,32.8181,3.136,21.0671
"AT46",2022-02-16 17:46:07,41.197,-70.883,5,4.14295,32.818,3.193,21.0789
"AT46",2022-02-16 17:46:32,41.1968,-70.883,5,4.14298,32.8172,3.199,21.0801
"AT46",2022-02-16 17:46:58,41.1963,-70.883,5,4.14276,32.8159,3.172,21.0746
"AT46",2022-02-16 17:47:23,41.196,-70.883,5,4.14275,32.8146,3.224,21.0852
"AT46",2022-02-16 17:47:48,41.196,-70.883,5,4.14338,32.813,3.238,21.0881
"AT46",2022-02-16 17:48:11,41.196,-70.883,5,4.14395,32.8116,3.237,21.0878
"AT46",2022-02-16 17:48:35,41.1963,-70.883,5,4.14389,32.8114,3.265,21.0936
"AT46",2022-02-16 17:48:58,41.1967,-70.883,5,4.14362,32.8116,3.27,21.0946
"AT46",2022-02-16 17:49:23,41.197,-70.883,5,4.14329,32.8118,3.318,21.1043
"AT46",2022-02-16 17:49:49,41.197,-70.883,5,4.14281,32.8116,3.318,21.1044
"AT46",2022-02-16 17:50:14,41.197,-70.883,5,4.14236,32.8114,3.313,21.1034
"AT46",2022-02-16 17:50:39,41.197,-70.883,5,4.14197,32.8116,3.274,21.0955
"AT46",2022-02-16 17:51:04,41.197,-70.883,5,4.14159,32.8119,3.286,21.0978
"AT46",2022-02-16 17:51:30,41.197,-70.883,5,4.14172,32.8116,3.21,21.0823
"AT46",2022-02-16 17:51:55,41.197,-70.883,5,4.14235,32.8109,3.25,21.0906
"AT46",2022-02-16 17:52:20,41.197,-70.883,5,4.14279,32.8102,3.297,21.1001
"AT46",2022-02-16 17:52:45,41.197,-70.883,5,4.14187,32.8102,3.307,21.1022
"AT46",2022-02-16 17:53:10,41.197,-70.883,5,4.14096,32.8103,3.3,21.1008
"AT46",2022-02-16 17:53:35,41.1973,-70.883,5,4.14049,32.8091,3.337,21.1083
"AT46",2022-02-16 17:54:01,41.1977,-70.883,5,4.14019,32.8074,3.363,21.1136
"AT46",2022-02-16 17:54:26,41.198,-70.883,5,4.13958,32.8059,3.348,21.1106
"AT46",2022-02-16 17:54:51,41.198,-70.883,5,4.13841,32.8044,3.431,21.1276
"AT46",2022-02-16 17:55:14,41.198,-70.883,5,4.13734,32.8031,3.43,21.1273
"AT46",2022-02-16 17:55:39,41.198,-70.883,5,4.13724,32.803,3.362,21.1134
"AT46",2022-02-16 17:56:02,41.198,-70.883,5,4.13728,32.8031,3.269,21.0944
"AT46",2022-02-16 17:56:27,41.1978,-70.883,5,4.13708,32.8032,3.237,21.0879
"AT46",2022-02-16 17:56:52,41.1974,-70.883,5,4.13654,32.8034,3.184,21.0771
"AT46",2022-02-16 17:57:17,41.197,-70.883,5,4.136,32.8035,3.188,21.0779
"AT46",2022-02-16 17:57:43,41.197,-70.883,5,4.13587,32.8032,3.182,21.0767
"AT46",2022-02-16 17:58:07,41.197,-70.883,5,4.13575,32.8029,3.253,21.0913
"AT46",2022-02-16 17:58:33,41.197,-70.883,5,4.13602,32.8031,3.205,21.0814
"AT46",2022-02-16 17:58:58,41.197,-70.883,5,4.13652,32.8035,3.198,21.0799
"AT46",2022-02-16 17:59:21,41.197,-70.883,5,4.13687,32.8038,3.175,21.0753
"AT46",2022-02-16 17:59:46,41.197,-70.883,5,4.13671,32.8035,3.304,21.1017
"AT46",2022-02-16 18:00:11,41.197,-70.883,5,4.13654,32.8033,3.223,21.0851
"AT46",2022-02-16 18:00:37,41.197,-70.883,5,4.13653,32.8036,3.283,21.0973
"AT46",2022-02-16 18:01:02,41.197,-70.883,5,4.13658,32.8041,3.366,21.1143
"AT46",2022-02-16 18:01:27,41.197,-70.883,5,4.13685,32.8047,3.389,21.119
"AT46",2022-02-16 18:01:52,41.197,-70.883,5,4.13747,32.8055,3.35,21.111
"AT46",2022-02-16 18:02:16,41.197,-70.883,5,4.13808,32.8063,3.343,21.1095
"AT46",2022-02-16 18:02:40,41.197,-70.883,5,4.13829,32.8067,3.356,21.1122
"AT46",2022-02-16 18:03:06,41.197,-70.883,5,4.13851,32.8071,3.293,21.0993
"AT46",2022-02-16 18:03:30,41.197,-70.883,5,4.13867,32.8074,3.285,21.0978
"AT46",2022-02-16 18:03:56,41.197,-70.883,5,4.1388,32.8076,3.27,21.0946
"AT46",2022-02-16 18:04:21,41.197,-70.883,5,4.13906,32.8078,3.383,21.1176
"AT46",2022-02-16 18:04:46,41.197,-70.883,5,4.14006,32.8082,3.315,21.1039
"AT46",2022-02-16 18:05:11,41.197,-70.883,5,4.14106,32.8087,3.312,21.1031
"AT46",2022-02-16 18:05:37,41.197,-70.883,5,4.14153,32.809,3.293,21.0994
"AT46",2022-02-16 18:06:01,41.197,-70.883,5,4.14181,32.8092,3.33,21.1069
"AT46",2022-02-16 18:06:26,41.197,-70.883,5,4.14238,32.8095,3.272,21.095
"AT46",2022-02-16 18:06:52,41.197,-70.883,5,4.14346,32.8102,3.363,21.1136
"AT46",2022-02-16 18:07:15,41.197,-70.883,5,4.14442,32.8108,3.363,21.1136
"AT46",2022-02-16 18:07:40,41.197,-70.883,5,4.14519,32.81,3.339,21.1087
"AT46",2022-02-16 18:08:03,41.197,-70.883,5,4.14588,32.8091,3.278,21.0963
"AT46",2022-02-16 18:08:29,41.197,-70.883,5,4.14646,32.8089,3.223,21.0851
"AT46",2022-02-16 18:08:54,41.197,-70.883,5,4.14679,32.8097,3.132,21.0664
"AT46",2022-02-16 18:09:19,41.197,-70.883,5,4.14713,32.8104,3.079,21.0555
"AT46",2022-02-16 18:09:44,41.197,-70.883,5,4.14751,32.81,3.109,21.0617
"AT46",2022-02-16 18:10:10,41.197,-70.883,5,4.14789,32.8097,3.161,21.0724
"AT46",2022-02-16 18:10:34,41.197,-70.883,5,4.14794,32.8083,3.189,21.078
"AT46",2022-02-16 18:11:00,41.197,-70.883,5,4.14786,32.8063,3.237,21.0879
"AT46",2022-02-16 18:11:25,41.197,-70.883,5,4.14764,32.8049,3.265,21.0936
"AT46",2022-02-16 18:11:50,41.197,-70.883,5,4.14714,32.8047,3.233,21.087
"AT46",2022-02-16 18:12:15,41.197,-70.883,5,4.14664,32.8044,3.219,21.0841
"AT46",2022-02-16 18:12:40,41.197,-70.883,5,4.14614,32.8044,3.18,21.0761
"AT46",2022-02-16 18:13:05,41.197,-70.883,5,4.14564,32.8045,3.182,21.0766
"AT46",2022-02-16 18:13:28,41.197,-70.883,5,4.14557,32.8049,3.166,21.0733
"AT46",2022-02-16 18:13:53,41.197,-70.883,5,4.14594,32.8059,3.209,21.0821
"AT46",2022-02-16 18:14:18,41.197,-70.883,5,4.14629,32.8068,3.168,21.0738
"AT46",2022-02-16 18:14:44,41.197,-70.883,5,4.14594,32.8079,3.207,21.0818
"AT46",2022-02-16 18:15:09,41.197,-70.883,5,4.14561,32.809,3.254,21.0913
"AT46",2022-02-16 18:15:34,41.197,-70.883,5,4.14539,32.8079,3.31,21.1027
"AT46",2022-02-16 18:15:59,41.197,-70.883,5,4.14522,32.8059,3.312,21.1031
"AT46",2022-02-16 18:16:24,41.197,-70.8831,5,4.14503,32.804,3.294,21.0995
"AT46",2022-02-16 18:16:49,41.197,-70.8835,5,4.14478,32.8024,3.316,21.104
"AT46",2022-02-16 18:17:15,41.197,-70.884,5,4.14452,32.8007,3.344,21.1097
"AT46",2022-02-16 18:17:38,41.197,-70.884,5,4.14446,32.8006,3.285,21.0977
"AT46",2022-02-16 18:18:03,41.197,-70.884,5,4.14442,32.8006,3.249,21.0903
"AT46",2022-02-16 18:18:26,41.197,-70.884,5,4.14407,32.8007,3.268,21.0942
"AT46",2022-02-16 18:18:51,41.197,-70.884,5,4.14315,32.801,3.227,21.0858
"AT46",2022-02-16 18:19:17,41.197,-70.884,5,4.1422,32.8013,3.191,21.0785
"AT46",2022-02-16 18:19:41,41.197,-70.884,5,4.14276,32.8013,3.195,21.0792
"AT46",2022-02-16 18:20:07,41.197,-70.884,5,4.14337,32.8014,3.313,21.1035
"AT46",2022-02-16 18:20:32,41.197,-70.8838,5,4.14353,32.8013,3.313,21.1033
"AT46",2022-02-16 18:20:57,41.197,-70.8833,5,4.1434,32.8011,3.378,21.1167
"AT46",2022-02-16 18:21:20,41.197,-70.883,5,4.14334,32.801,3.279,21.0965
"AT46",2022-02-16 18:21:46,41.197,-70.883,5,4.14364,32.8016,3.269,21.0944
"AT46",2022-02-16 18:22:11,41.197,-70.883,5,4.14393,32.8023,3.163,21.0728
"AT46",2022-02-16 18:22:36,41.197,-70.883,5,4.14394,32.8028,3.151,21.0703
"AT46",2022-02-16 18:23:00,41.197,-70.883,5,4.14386,32.8034,3.036,21.0468
"AT46",2022-02-16 18:23:25,41.197,-70.883,5,4.14389,32.8038,3.124,21.0649
"AT46",2022-02-16 18:23:51,41.197,-70.883,5,4.1442,32.804,3.118,21.0635
"AT46",2022-02-16 18:24:16,41.197,-70.883,5,4.14449,32.8041,3.129,21.0659
"AT46",2022-02-16 18:24:41,41.197,-70.883,5,4.14474,32.8034,3.061,21.0519
"AT46",2022-02-16 18:25:06,41.197,-70.883,5,4.14499,32.8026,3.242,21.0889
"AT46",2022-02-16 18:25:32,41.197,-70.883,5,4.14543,32.802,3.256,21.0918
"AT46",2022-02-16 18:25:57,41.197,-70.883,5,4.14597,32.8014,3.226,21.0857
"AT46",2022-02-16 18:26:20,41.197,-70.883,5,4.14641,32.8008,3.204,21.0812
"AT46",2022-02-16 18:26:45,41.197,-70.883,5,4.14645,32.8004,3.311,21.1029
"AT46",2022-02-16 18:27:11,41.197,-70.883,5,4.14649,32.7999,3.226,21.0857
"AT46",2022-02-16 18:27:36,41.197,-70.883,5,4.14663,32.7999,3.274,21.0954
"AT46",2022-02-16 18:28:01,41.197,-70.883,5,4.14679,32.8,3.372,21.1155
"AT46",2022-02-16 18:28:24,41.197,-70.883,5,4.14702,32.8002,3.455,21.1324
"AT46",2022-02-16 18:28:50,41.197,-70.883,5,4.14745,32.8004,3.452,21.1317
"AT46",2022-02-16 18:29:15,41.197,-70.883,5,4.14787,32.8006,3.418,21.1248
"AT46",2022-02-16 18:29:40,41.197,-70.883,5,4.14794,32.8014,3.322,21.1053
"AT46",2022-02-16 18:30:05,41.197,-70.883,5,4.14798,32.8022,3.295,21.0998
"AT46",2022-02-16 18:30:30,41.197,-70.883,5,4.14839,32.8029,3.339,21.1086
"AT46",2022-02-16 18:30:56,41.197,-70.883,5,4.14917,32.8035,3.334,21.1076
"AT46",2022-02-16 18:31:21,41.197,-70.883,5,4.14993,32.8038,3.35,21.1109
"AT46",2022-02-16 18:31:44,41.197,-70.883,5,4.15066,32.8028,3.362,21.1133
"AT46",2022-02-16 18:32:09,41.197,-70.883,5,4.15145,32.8017,3.471,21.1356
"AT46",2022-02-16 18:32:35,41.197,-70.883,5,4.15194,32.8016,3.321,21.1049
"AT46",2022-02-16 18:32:59,41.197,-70.883,5,4.15226,32.8019,3.291,21.0988
"AT46",2022-02-16 18:33:23,41.197,-70.883,5,4.15267,32.8022,3.306,21.1019
"AT46",2022-02-16 18:33:48,41.197,-70.883,5,4.15338,32.8024,3.317,21.1041
"AT46",2022-02-16 18:34:13,41.197,-70.883,5,4.15409,32.8027,3.154,21.0708
"AT46",2022-02-16 18:34:38,41.197,-70.883,5,4.15525,32.8028,3.291,21.0988
"AT46",2022-02-16 18:35:01,41.197,-70.883,5,4.1564,32.8028,3.304,21.1015
"AT46",2022-02-16 18:35:27,41.197,-70.883,5,4.1571,32.8027,3.38,21.117
"AT46",2022-02-16 18:35:52,41.197,-70.883,5,4.15685,32.8023,3.449,21.1311
"AT46",2022-02-16 18:36:17,41.197,-70.883,5,4.1566,32.8019,3.496,21.1406
"AT46",2022-02-16 18:36:40,41.197,-70.883,5,4.1571,32.8012,3.402,21.1215
"AT46",2022-02-16 18:37:05,41.197,-70.883,5,4.15764,32.8004,3.396,21.1202
"AT46",2022-02-16 18:37:30,41.197,-70.883,5,4.15831,32.8006,3.262,21.0929
"AT46",2022-02-16 18:37:56,41.197,-70.883,5,4.15914,32.8018,3.158,21.0716
"AT46",2022-02-16 18:38:21,41.197,-70.883,5,4.15978,32.803,3.172,21.0746
"AT46",2022-02-16 18:38:46,41.197,-70.883,5,4.15965,32.8042,3.204,21.0812
"AT46",2022-02-16 18:39:11,41.197,-70.883,5,4.15953,32.8053,3.198,21.0798
"AT46",2022-02-16 18:39:35,41.197,-70.883,5,4.16037,32.8056,3.308,21.1024
"AT46",2022-02-16 18:40:00,41.197,-70.883,5,4.16158,32.8055,3.34,21.1089
"AT46",2022-02-16 18:40:25,41.197,-70.883,5,4.1628,32.8057,3.319,21.1046
"AT46",2022-02-16 18:40:50,41.197,-70.883,5,4.16405,32.8065,3.227,21.0856
"AT46",2022-02-16 18:41:15,41.197,-70.883,5,4.1653,32.8072,3.267,21.0938
"AT46",2022-02-16 18:41:41,41.197,-70.883,5,4.16616,32.8059,3.184,21.077
"AT46",2022-02-16 18:42:06,41.197,-70.883,5,4.16695,32.8045,3.151,21.0702
"AT46",2022-02-16 18:42:31,41.197,-70.883,5,4.16735,32.8032,3.226,21.0854
"AT46",2022-02-16 18:42:56,41.197,-70.883,5,4.16743,32.8021,3.396,21.1202
"AT46",2022-02-16 18:43:22,41.197,-70.883,5,4.16755,32.8012,3.42,21.1252
"AT46",2022-02-16 18:43:46,41.197,-70.883,5,4.16779,32.8019,3.476,21.1366
"AT46",2022-02-16 18:44:11,41.197,-70.883,5,4.16804,32.8025,3.494,21.1402
"AT46",2022-02-16 18:44:36,41.197,-70.883,5,4.16873,32.8022,3.477,21.1369
"AT46",2022-02-16 18:44:59,41.197,-70.883,5,4.1695,32.8016,3.395,21.1201
"AT46",2022-02-16 18:45:22,41.197,-70.883,5,4.17012,32.8014,3.431,21.1273
"AT46",2022-02-16 18:45:48,41.197,-70.883,5,4.1702,32.8023,3.37,21.115
"AT46",2022-02-16 18:46:13,41.197,-70.883,5,4.17029,32.8032,3.392,21.1194
"AT46",2022-02-16 18:46:38,41.197,-70.883,5,4.17033,32.8046,3.391,21.1191
"AT46",2022-02-16 18:47:03,41.197,-70.883,5,4.17038,32.8061,3.417,21.1245
"AT46",2022-02-16 18:47:28,41.197,-70.883,5,4.17084,32.8066,3.331,21.107
"AT46",2022-02-16 18:47:54,41.197,-70.883,5,4.17188,32.8058,3.333,21.1073
"AT46",2022-02-16 18:48:19,41.197,-70.883,5,4.17286,32.8049,3.329,21.1066
"AT46",2022-02-16 18:48:44,41.197,-70.883,5,4.17365,32.804,3.279,21.0963
"AT46",2022-02-16 18:49:09,41.197,-70.883,5,4.17445,32.8031,3.266,21.0937
"AT46",2022-02-16 18:49:35,41.1967,-70.883,5,4.17482,32.8035,3.23,21.0864
"AT46",2022-02-16 18:50:00,41.1963,-70.883,5,4.17499,32.8044,3.255,21.0914
"AT46",2022-02-16 18:50:25,41.196,-70.883,5,4.17555,32.8048,3.229,21.0861
"AT46",2022-02-16 18:50:50,41.196,-70.883,5,4.17697,32.8043,3.236,21.0874
"AT46",2022-02-16 18:51:14,41.196,-70.883,5,4.17833,32.8038,3.244,21.0891
"AT46",2022-02-16 18:51:39,41.196,-70.883,5,4.1792,32.8035,3.265,21.0933
"AT46",2022-02-16 18:52:04,41.196,-70.883,5,4.17999,32.8033,3.245,21.0893
"AT46",2022-02-16 18:52:29,41.196,-70.883,5,4.18098,32.8033,3.297,21.0999
"AT46",2022-02-16 18:52:55,41.196,-70.883,5,4.18224,32.8035,3.294,21.0992
"AT46",2022-02-16 18:53:20,41.196,-70.883,5,4.18329,32.8037,3.261,21.0925
"AT46",2022-02-16 18:53:45,41.196,-70.883,5,4.18321,32.8035,3.336,21.108
"AT46",2022-02-16 18:54:10,41.196,-70.883,5,4.18312,32.8033,3.334,21.1076
"AT46",2022-02-16 18:54:35,41.196,-70.883,5,4.18394,32.8037,3.293,21.0991
"AT46",2022-02-16 18:55:01,41.196,-70.883,5,4.18515,32.8042,3.271,21.0947
"AT46",2022-02-16 18:55:26,41.196,-70.8832,5,4.18611,32.8048,3.267,21.0938
"AT46",2022-02-16 18:55:51,41.196,-70.8836,5,4.18669,32.8058,3.23,21.0863
"AT46",2022-02-16 18:56:16,41.196,-70.884,5,4.18728,32.8068,3.282,21.0968
"AT46",2022-02-16 18:56:42,41.196,-70.884,5,4.18826,32.8062,3.313,21.1031
"AT46",2022-02-16 18:57:06,41.196,-70.884,5,4.18918,32.8057,3.376,21.1161
"AT46",2022-02-16 18:57:31,41.1962,-70.884,5,4.19042,32.8057,3.381,21.117
"AT46",2022-02-16 18:57:56,41.1967,-70.884,5,4.19188,32.8062,3.398,21.1205
"AT46",2022-02-16 18:58:22,41.197,-70.884,5,4.19315,32.8065,3.396,21.12
"AT46",2022-02-16 18:58:46,41.197,-70.884,5,4.19339,32.8061,3.396,21.1201
"AT46",2022-02-16 18:59:09,41.197,-70.884,5,4.19362,32.8056,3.387,21.1182
"AT46",2022-02-16 18:59:35,41.197,-70.884,5,4.19382,32.8047,3.464,21.1341
"AT46",2022-02-16 19:00:00,41.197,-70.884,5,4.19399,32.8037,3.504,21.1421
"AT46",2022-02-16 19:00:25,41.197,-70.884,5,4.19391,32.8025,3.51,21.1434
"AT46",2022-02-16 19:00:50,41.197,-70.884,5,4.19333,32.801,3.525,21.1464
"AT46",2022-02-16 19:01:16,41.197,-70.884,5,4.19272,32.7994,3.575,21.1567
"AT46",2022-02-16 19:01:41,41.197,-70.8836,5,4.19274,32.7996,3.529,21.1472
"AT46",2022-02-16 19:02:06,41.197,-70.8832,5,4.19278,32.7999,3.448,21.1307
"AT46",2022-02-16 19:02:31,41.197,-70.883,5,4.19287,32.8001,3.447,21.1306
"AT46",2022-02-16 19:02:57,41.197,-70.883,5,4.193,32.8003,3.428,21.1268
"AT46",2022-02-16 19:03:22,41.197,-70.883,5,4.19292,32.8005,3.346,21.1099
"AT46",2022-02-16 19:03:47,41.197,-70.883,5,4.192,32.8003,3.357,21.1122
"AT46",2022-02-16 19:04:12,41.197,-70.883,5,4.19108,32.8001,3.364,21.1137
"AT46",2022-02-16 19:04:38,41.197,-70.883,5,4.1909,32.7995,3.378,21.1164
"AT46",2022-02-16 19:05:01,41.197,-70.883,5,4.1909,32.7988,3.416,21.1242
"AT46",2022-02-16 19:05:26,41.197,-70.883,5,4.19094,32.7984,3.455,21.1322
"AT46",2022-02-16 19:05:51,41.197,-70.883,5,4.19107,32.7989,3.389,21.1188
"AT46",2022-02-16 19:06:16,41.197,-70.883,5,4.19119,32.7993,3.43,21.1272
"AT46",2022-02-16 19:06:39,41.197,-70.883,5,4.19098,32.7997,3.375,21.1158
"AT46",2022-02-16 19:07:04,41.197,-70.883,5,4.19073,32.8001,3.304,21.1014
"AT46",2022-02-16 19:07:30,41.197,-70.883,5,4.19073,32.8002,3.255,21.0913
"AT46",2022-02-16 19:07:55,41.197,-70.883,5,4.19098,32.7999,3.279,21.0962
"AT46",2022-02-16 19:08:20,41.197,-70.883,5,4.19117,32.7996,3.155,21.0709
"AT46",2022-02-16 19:08:45,41.197,-70.883,5,4.19092,32.7992,3.204,21.0809
"AT46",2022-02-16 19:09:11,41.197,-70.883,5,4.19066,32.7988,3.208,21.0817
"AT46",2022-02-16 19:09:36,41.197,-70.883,5,4.19076,32.7985,3.252,21.0906
"AT46",2022-02-16 19:10:01,41.197,-70.883,5,4.19097,32.7982,3.281,21.0967
"AT46",2022-02-16 19:10:26,41.197,-70.883,5,4.19125,32.7983,3.323,21.1052
"AT46",2022-02-16 19:10:50,41.197,-70.883,5,4.19165,32.7992,3.265,21.0934
"AT46",2022-02-16 19:11:15,41.197,-70.883,5,4.19207,32.8,3.272,21.0948
