"cruise","datetime_utc","datetime_utc_input","latitude_API","longitude_API","toi_source","cast","niskin","depth","depth_input","O2_Ar_delta","O2_Ar_ratio","cap_Delta_17O","d17O","d18O","iode_quality_flag"
"EN644",2019-08-21 03:53:00,2019-08-21 03:53:00,NA,NA,"toi_underway",NA,NA,0,0,-14.218,22.1083,55.4,-0.5313,-1.132,"1"
"EN644",2019-08-21 04:10:00,2019-08-21 04:10:00,NA,NA,"toi_underway",NA,NA,0,0,13.622,22.7327,61.1,-0.779,-1.621,"1"
"EN644",2019-08-21 05:09:00,2019-08-21 05:09:00,NA,NA,"toi_underway",NA,NA,0,0,1.9558,22.4711,63.2,-0.6675,-1.41,"1"
"EN644",2019-08-21 05:22:00,2019-08-21 05:22:00,NA,NA,"toi_underway",NA,NA,0,0,0.5059,22.4385,60.1,-0.6794,-1.427,"1"
"EN644",2019-08-21 07:49:08,2019-08-21 07:38:00,40.8631,-70.87966,"toi_niskin","005",8,19.939,20,-116.79,19.8078,142,0.2982,0.3021,"1"
"EN644",2019-08-21 07:51:25,2019-08-21 07:38:00,40.86316,-70.87928,"toi_niskin","005",11,10.552,11,3.3325,22.5019,101,-0.7181,-1.58,"1"
"EN644",2019-08-21 07:53:37,2019-08-21 07:38:00,40.8632,-70.87892,"toi_niskin","005",14,2.679,2.5,-6.544,22.2804,64.7,-0.5854,-1.255,"1"
"EN644",2019-08-21 08:39:00,2019-08-21 08:39:00,NA,NA,"toi_underway",NA,NA,0,0,-60.373,21.0732,76.3,-0.3692,-0.8598,"1"
"EN644",2019-08-21 13:24:00,2019-08-21 13:24:00,NA,NA,"toi_underway",NA,NA,0,0,-13.696,22.12,23.9,-0.4702,-0.9536,"1"
"EN644",2019-08-21 15:14:00,2019-08-21 15:14:00,NA,NA,"toi_underway",NA,NA,0,0,32.435,23.1546,72.5,-0.888,-1.853,"1"
"EN644",2019-08-21 17:33:00,2019-08-21 17:33:00,NA,NA,"toi_underway",NA,NA,0,0,-26.843,21.8252,61.4,-0.4235,-0.9359,"1"
"EN644",2019-08-21 19:19:00,2019-08-21 19:19:00,NA,NA,"toi_underway",NA,NA,0,0,-25.282,21.8602,61.5,-0.4203,-0.9299,"1"
"EN644",2019-08-21 20:44:29,2019-08-21 20:27:00,40.35454,-70.874,"toi_niskin","007",8,23.795,24,-126.07,19.5997,140,-0.007971,-0.286,"1"
"EN644",2019-08-21 20:49:18,2019-08-21 20:27:00,40.35347,-70.8741,"toi_niskin","007",15,11.562,12,-19.16,21.9975,120,-0.4735,-1.146,"1"
"EN644",2019-08-21 20:51:25,2019-08-21 20:27:00,40.35264,-70.87438,"toi_niskin","007",19,2.114,2,-46.816,21.3772,54.1,-0.2272,-0.5432,"1"
"EN644",2019-08-22 00:20:04,2019-08-22 00:57:00,40.21459,-70.8852,"toi_niskin","008",12,18.615,32,-75.603,20.7316,160,-0.3821,-1.047,"3"
"EN644",2019-08-22 04:36:32,2019-08-22 04:23:00,40.11993,-70.78068,"toi_niskin","009",3,90.104,90,-405.14,13.341,36.2,3.002,5.743,"1"
"EN644",2019-08-22 04:39:02,2019-08-22 04:23:00,40.11892,-70.78016,"toi_niskin","009",4,75.618,75,-388.68,13.7103,49.8,2.846,5.414,"1"
"EN644",2019-08-22 04:44:18,2019-08-22 03:10:00,40.11685,-70.77968,"toi_niskin","009",9,49.515,29,-120.89,19.7161,127,0.3442,0.4201,"3"
"EN644",2019-08-22 04:44:37,2019-08-22 04:23:00,40.1167,-70.77968,"toi_niskin","009",11,50.074,50,-199.65,17.9497,135,0.4517,0.6117,"1"
"EN644",2019-08-22 04:46:56,2019-08-22 03:10:00,40.11583,-70.77923,"toi_niskin","009",12,31.708,18,-48.251,21.3451,110,-0.2203,-0.637,"3"
"EN644",2019-08-22 04:52:18,2019-08-22 03:10:00,40.11408,-70.77833,"toi_niskin","009",17,4.641,0,-76.943,20.7016,37.6,0.1474,0.212,"4"
"EN644",2019-08-22 04:52:43,2019-08-22 04:23:00,40.114,-70.77814,"toi_niskin","009",20,4.732,5,-79.667,20.6405,27.8,0.1812,0.2964,"1"
"EN644",2019-08-22 04:52:43,2019-08-22 04:23:00,40.114,-70.77814,"toi_niskin","009",20,4.732,5,-80.25,20.6274,37.1,0.1899,0.2952,"1"
"EN644",2019-08-22 04:55:00,2019-08-22 04:55:00,NA,NA,"toi_underway",NA,NA,0,0,-84.26,20.5375,33.5,0.2289,0.3775,"1"
"EN644",2019-08-22 08:22:00,2019-08-22 08:22:00,NA,NA,"toi_underway",NA,NA,0,0,-83.39,20.557,27.9,0.2159,0.3632,"1"
"EN644",2019-08-22 08:39:00,2019-08-22 08:39:00,NA,NA,"toi_underway",NA,NA,0,0,-85.703,20.5051,18.8,0.2308,0.4096,"1"
"EN644",2019-08-22 08:56:00,2019-08-22 08:56:00,NA,NA,"toi_underway",NA,NA,0,0,-84.415,20.534,34.2,0.2305,0.3791,"1"
"EN644",2019-08-22 09:44:00,2019-08-22 09:44:00,NA,NA,"toi_underway",NA,NA,0,0,-85.246,20.5154,27.1,0.2472,0.4251,"1"
"EN644",2019-08-22 10:03:00,2019-08-22 10:03:00,NA,NA,"toi_underway",NA,NA,0,0,-81.138,20.6075,27.3,0.2048,0.3428,"1"
"EN644",2019-08-22 10:18:00,2019-08-22 10:18:00,NA,NA,"toi_underway",NA,NA,0,0,-76.234,20.7175,34.8,0.1528,0.2279,"1"
"EN644",2019-08-22 10:33:00,2019-08-22 10:33:00,NA,NA,"toi_underway",NA,NA,0,0,-77.307,20.6934,30.1,0.1592,0.2493,"1"
"EN644",2019-08-22 11:18:00,2019-08-22 11:18:00,NA,NA,"toi_underway",NA,NA,0,0,-63.707,20.9984,47.1,0.01738,-0.05733,"1"
"EN644",2019-08-22 11:37:00,2019-08-22 11:37:00,NA,NA,"toi_underway",NA,NA,0,0,-62.524,21.025,49.8,0.02525,-0.04727,"1"
"EN644",2019-08-22 12:47:00,2019-08-22 12:47:00,NA,NA,"toi_underway",NA,NA,0,0,-79.656,20.6407,25.9,0.19,0.317,"1"
"EN644",2019-08-22 13:15:15,2019-08-22 12:57:00,40.09044,-70.89137,"toi_niskin","012",9,45.818,44,-256.23,16.6807,115,0.8261,1.375,"1"
"EN644",2019-08-22 13:17:56,2019-08-22 12:57:00,40.09016,-70.89216,"toi_niskin","012",12,29.516,30,-56.785,21.1537,164,-0.4023,-1.093,"1"
"EN644",2019-08-22 13:25:16,2019-08-22 12:57:00,40.08858,-70.8955,"toi_niskin","012",17,2.237,2.4,-76.497,20.7116,28.1,0.1548,0.2448,"1"
"EN644",2019-08-22 13:37:00,2019-08-22 13:37:00,NA,NA,"toi_underway",NA,NA,0,0,-79.644,20.641,27.8,0.1898,0.3129,"1"
"EN644",2019-08-22 16:23:00,2019-08-22 16:23:00,NA,NA,"toi_underway",NA,NA,0,0,-52.022,21.2605,14.8,0.1033,0.171,"1"
"EN644",2019-08-22 16:32:00,2019-08-22 16:32:00,NA,NA,"toi_underway",NA,NA,0,0,-86.649,20.4839,25.5,0.2626,0.458,"1"
"EN644",2019-08-22 17:22:41,2019-08-22 16:55:00,39.93478,-70.88518,"toi_niskin","013",8,53.518,53,-196.61,18.0178,138,0.296,0.3048,"1"
"EN644",2019-08-22 17:25:06,2019-08-22 16:55:00,39.93454,-70.88514,"toi_niskin","013",12,26.805,27,-33.62,21.6732,155,-0.3335,-0.9421,"1"
"EN644",2019-08-22 17:28:50,2019-08-22 16:55:00,39.93418,-70.88492,"toi_niskin","013",17,2.729,5,-83.05,20.5646,23.1,0.2175,0.3754,"1"
"EN644",2019-08-22 17:28:50,2019-08-22 16:55:00,39.93418,-70.88492,"toi_niskin","013",17,2.729,5,-84.224,20.5383,20.3,0.2343,0.4134,"1"
"EN644",2019-08-22 17:29:00,2019-08-22 17:29:00,NA,NA,"toi_underway",NA,NA,0,0,-89.383,20.4226,17.9,0.2819,0.5101,"1"
"EN644",2019-08-22 18:59:00,2019-08-22 18:59:00,NA,NA,"toi_underway",NA,NA,0,0,-87.14,20.4729,24.5,0.2584,0.4517,"1"
"EN644",2019-08-22 19:54:19,2019-08-22 19:34:00,39.92952,-70.77078,"toi_niskin","014",1,49.313,48,-244.32,16.9479,130,0.7494,1.196,"1"
"EN644",2019-08-22 19:56:49,2019-08-22 19:34:00,39.92906,-70.77025,"toi_niskin","014",3,26.148,26,-62.92,21.0161,156,-0.3317,-0.9413,"1"
"EN644",2019-08-22 19:59:03,2019-08-22 19:34:00,39.92861,-70.76985,"toi_niskin","014",5,2.349,5,-82.558,20.5757,35.4,0.229,0.3741,"1"
"EN644",2019-08-22 20:30:00,2019-08-22 20:30:00,NA,NA,"toi_underway",NA,NA,0,0,-84.947,20.5221,28.3,0.231,0.3916,"1"
"EN644",2019-08-22 22:14:41,2019-08-22 21:59:00,39.76812,-70.77272,"toi_niskin","015",2,19.013,19,-74.092,20.7655,50.1,0.06213,0.02325,"1"
"EN644",2019-08-22 22:16:52,2019-08-22 21:59:00,39.76776,-70.7726,"toi_niskin","015",3,4.57,5,-83.167,20.562,19.8,0.2207,0.3879,"1"
"EN644",2019-08-22 22:18:00,2019-08-22 22:18:00,NA,NA,"toi_underway",NA,NA,0,0,-86.758,20.4815,17.6,0.2585,0.4652,"1"
"EN644",2019-08-22 22:51:00,2019-08-22 22:51:00,NA,NA,"toi_underway",NA,NA,0,0,-87.159,20.4725,28.8,0.265,0.4561,"1"
"EN644",2019-08-22 23:06:00,2019-08-22 23:06:00,NA,NA,"toi_underway",NA,NA,0,0,-87.516,20.4645,27.5,0.2639,0.4565,"1"
"EN644",2019-08-22 23:22:00,2019-08-22 23:22:00,NA,NA,"toi_underway",NA,NA,0,0,-88.278,20.4474,34.2,0.2777,0.4704,"1"
"EN644",2019-08-23 01:51:06,2019-08-23 00:57:00,39.75832,-70.87754,"toi_niskin","017",9,52.341,52,-300.47,15.6885,109,1.361,2.421,"1"
"EN644",2019-08-23 01:53:50,2019-08-23 00:57:00,39.75778,-70.87726,"toi_niskin","017",13,20.129,20,-78.672,20.6628,41.8,0.1165,0.1443,"1"
"EN644",2019-08-23 01:56:46,2019-08-23 00:57:00,39.75754,-70.87641,"toi_niskin","017",24,2.594,5,-85.426,20.5113,25.6,0.2434,0.4207,"1"
"EN644",2019-08-23 13:51:00,2019-08-23 13:51:00,NA,NA,"toi_underway",NA,NA,0,0,-250.1,16.8181,42.4,2.089,3.96,"1"
"EN644",2019-08-23 15:53:03,2019-08-23 16:55:00,40.10641,-70.88394,"toi_niskin","018",1,85.264,23,-221.73,17.4544,117,1.171,2.037,"3"
"EN644",2019-08-23 15:55:32,2019-08-23 15:45:00,40.10696,-70.88438,"toi_niskin","018",2,46.129,45,-256.15,16.6825,130,0.9301,1.547,"1"
"EN644",2019-08-23 15:55:39,2019-08-23 16:55:00,40.10698,-70.8844,"toi_niskin","018",3,45.847,15,-124.04,19.6453,147,0.01508,-0.2556,"3"
"EN644",2019-08-23 15:59:47,2019-08-23 15:45:00,40.10805,-70.8845,"toi_niskin","018",5,2.983,2.8,-71.543,20.8227,38.4,0.1022,0.1231,"1"
"EN644",2019-08-23 15:59:47,2019-08-23 16:55:00,40.10805,-70.8845,"toi_niskin","018",5,2.983,5,-16.913,22.0479,70.1,-0.4708,-1.044,"1"
"EN644",2019-08-23 16:00:00,2019-08-23 16:00:00,NA,NA,"toi_underway",NA,NA,0,0,-82.96,20.5666,17.4,0.2066,0.3655,"1"
"EN644",2019-08-23 16:00:00,2019-08-23 16:00:00,NA,NA,"toi_underway",NA,NA,0,0,-74.048,20.7665,34,0.122,0.1699,"1"
"EN644",2019-08-23 18:01:00,2019-08-23 18:01:00,NA,NA,"toi_underway",NA,NA,0,0,-32.496,21.6984,60.4,-0.3214,-0.737,"1"
"EN644",2019-08-23 18:28:00,2019-08-23 18:28:00,NA,NA,"toi_underway",NA,NA,0,0,-12.42,22.1486,66.9,-0.5001,-1.094,"1"
"EN644",2019-08-23 21:01:00,2019-08-23 21:01:00,NA,NA,"toi_underway",NA,NA,0,0,-33.923,21.6664,60.8,-0.2727,-0.6437,"1"
"EN644",2019-08-23 21:31:00,2019-08-23 21:31:00,NA,NA,"toi_underway",NA,NA,0,0,-32.18,21.7055,68.8,-0.2937,-0.6996,"1"
"EN644",2019-08-23 22:25:00,2019-08-23 22:25:00,NA,NA,"toi_underway",NA,NA,0,0,-37.266,21.5914,65.7,-0.2858,-0.6785,"1"
"EN644",2019-08-23 22:38:00,2019-08-23 22:38:00,NA,NA,"toi_underway",NA,NA,0,0,-42.681,21.47,49.8,-0.2564,-0.5911,"1"
"EN644",2019-08-23 22:53:00,2019-08-23 22:53:00,NA,NA,"toi_underway",NA,NA,0,0,-50.694,21.2903,50.1,-0.1897,-0.4628,"1"
"EN644",2019-08-23 23:24:13,2019-08-23 23:45:00,40.3625,-70.99508,"toi_niskin","020",1,23.421,19,-78.357,20.6699,40.4,0.1308,0.1746,"1"
"EN644",2019-08-23 23:25:54,2019-08-23 23:45:00,40.36274,-70.99556,"toi_niskin","020",3,14.706,5,-84.403,20.5343,31.5,0.2401,0.4029,"3"
"EN644",2019-08-24 00:04:00,2019-08-24 00:04:00,NA,NA,"toi_underway",NA,NA,0,0,-79.666,20.6405,38.6,0.12,0.1572,"1"
"EN644",2019-08-24 00:06:00,2019-08-24 00:06:00,NA,NA,"toi_underway",NA,NA,0,0,-21.43,21.9466,62.6,-0.3936,-0.8804,"1"
"EN644",2019-08-24 01:35:30,2019-08-24 01:28:00,40.37024,-70.87512,"toi_niskin","021",1,20.678,20,-216.96,17.5615,116,1.093,1.888,"1"
"EN644",2019-08-24 01:38:04,2019-08-24 01:28:00,40.37067,-70.87512,"toi_niskin","021",3,13.103,13,-112.63,19.9013,139,0.3596,0.4269,"1"
"EN644",2019-08-24 01:40:05,2019-08-24 01:28:00,40.37096,-70.87518,"toi_niskin","021",5,2.461,5,-51.707,21.2676,49.2,-0.1724,-0.4278,"1"
"EN644",2019-08-24 03:03:05,2019-08-24 02:50:00,40.51448,-70.88374,"toi_niskin","022",7,30.202,30,-319.03,15.2723,96.8,2.554,4.756,"1"
"EN644",2019-08-24 03:06:33,2019-08-24 02:50:00,40.515,-70.88404,"toi_niskin","022",12,15.129,15,-154.22,18.9684,164,1.399,2.386,"1"
"EN644",2019-08-24 03:10:41,2019-08-24 02:50:00,40.51578,-70.88436,"toi_niskin","022",18,2.178,2,-37.792,21.5796,59.9,-0.2953,-0.6856,"1"
"EN644",2019-08-24 03:11:00,2019-08-24 03:11:00,NA,NA,"toi_underway",NA,NA,0,0,-41.236,21.5024,62.8,-0.2655,-0.6336,"1"
"EN644",2019-08-24 05:21:02,2019-08-24 05:17:00,40.69754,-70.89788,"toi_niskin","023",1,61.78,62,-405.5,13.3329,48.2,2.819,5.365,"1"
"EN644",2019-08-24 05:25:57,2019-08-24 05:17:00,40.69784,-70.89917,"toi_niskin","023",4,29.87,30,-114.55,19.8582,163,0.5799,0.8063,"1"
"EN644",2019-08-24 05:28:51,2019-08-24 05:17:00,40.69798,-70.9,"toi_niskin","023",9,17.867,18,-24.641,21.8746,161,0.1233,-0.07338,"1"
"EN644",2019-08-24 05:31:50,2019-08-24 05:17:00,40.69797,-70.90083,"toi_niskin","023",12,11.904,12,0.93238,22.4481,108,-0.5551,-1.279,"1"
"EN644",2019-08-24 05:34:00,2019-08-24 05:34:00,NA,NA,"toi_underway",NA,NA,0,0,-28.665,21.7843,69.3,-0.3631,-0.8346,"1"
"EN644",2019-08-24 05:34:11,2019-08-24 05:17:00,40.69798,-70.90149,"toi_niskin","023",17,3.441,2,-20.445,21.9687,64.4,-0.4292,-0.9526,"1"
"EN644",2019-08-24 05:34:11,2019-08-24 05:17:00,40.69798,-70.90149,"toi_niskin","023",17,3.441,2,-23.537,21.8993,73,-0.3917,-0.8967,"1"
"EN644",2019-08-24 05:35:00,2019-08-24 05:35:00,NA,NA,"toi_underway",NA,NA,0,0,-24.816,21.8706,58.5,-0.3952,-0.8756,"1"
"EN644",2019-08-24 06:58:00,2019-08-24 06:58:00,NA,NA,"toi_underway",NA,NA,0,0,-42.831,21.4666,50.5,-0.2484,-0.5769,"1"
"EN644",2019-08-24 07:23:00,2019-08-24 07:23:00,NA,NA,"toi_underway",NA,NA,0,0,-37.554,21.585,55.2,-0.2595,-0.6075,"1"
"EN644",2019-08-24 08:01:11,2019-08-24 07:55:00,40.69702,-70.77694,"toi_niskin","024",1,16.077,16,-146.24,19.1475,148,1.012,1.67,"1"
"EN644",2019-08-24 08:02:53,2019-08-24 07:55:00,40.69712,-70.77736,"toi_niskin","024",3,3.152,5,-229.85,17.2722,61.7,1.841,3.441,"1"
"EN644",2019-08-24 08:43:00,2019-08-24 08:43:00,NA,NA,"toi_underway",NA,NA,0,0,-34.586,21.6515,62.9,-0.3031,-0.7065,"1"
"EN644",2019-08-24 09:08:00,2019-08-24 09:08:00,NA,NA,"toi_underway",NA,NA,0,0,-30.815,21.7361,62.3,-0.3072,-0.7132,"1"
"EN644",2019-08-24 09:20:00,2019-08-24 09:20:00,NA,NA,"toi_underway",NA,NA,0,0,-34.825,21.6462,49.2,-0.286,-0.6469,"1"
"EN644",2019-08-24 09:50:37,2019-08-24 09:43:00,40.69812,-70.9961,"toi_niskin","025",1,14.14,14,-30.617,21.7405,131,-0.1802,-0.6013,"1"
"EN644",2019-08-24 09:52:43,2019-08-24 09:43:00,40.6984,-70.99634,"toi_niskin","025",3,3.558,3,-40.554,21.5177,53.4,-0.1398,-0.3729,"1"
"EN644",2019-08-24 10:31:00,2019-08-24 10:31:00,NA,NA,"toi_underway",NA,NA,0,0,-56.386,21.1626,56.5,-0.06551,-0.2355,"1"
"EN644",2019-08-24 10:49:00,2019-08-24 10:49:00,NA,NA,"toi_underway",NA,NA,0,0,-213.15,17.6468,25.7,1.632,3.106,"1"
"EN644",2019-08-24 12:08:00,2019-08-24 12:08:00,NA,NA,"toi_underway",NA,NA,0,0,-321.47,15.2175,62.7,2.872,5.439,"1"
"EN644",2019-08-24 13:38:00,2019-08-24 13:38:00,NA,NA,"toi_underway",NA,NA,0,0,-157.36,18.8981,35.2,1.134,2.125,"1"
"EN644",2019-08-24 15:06:00,2019-08-24 15:06:00,NA,NA,"toi_underway",NA,NA,0,0,-59.803,21.086,66.6,-0.02482,-0.1766,"1"
"EN644",2019-08-24 16:23:00,2019-08-24 16:23:00,NA,NA,"toi_underway",NA,NA,0,0,-53.269,21.2325,59.3,-0.07507,-0.2593,"1"
"EN644",2019-08-24 18:03:00,2019-08-24 18:03:00,NA,NA,"toi_underway",NA,NA,0,0,-12.504,22.1468,71.3,-0.4815,-1.067,"1"
"EN644",2019-08-24 19:32:00,2019-08-24 19:32:00,NA,NA,"toi_underway",NA,NA,0,0,-257.67,16.6485,61.7,2.08,3.904,"1"
"EN644",2019-08-24 20:55:00,2019-08-24 20:55:00,NA,NA,"toi_underway",NA,NA,0,0,-36.281,21.6135,58.2,-0.364,-0.815,"1"
"EN644",2019-08-24 21:36:00,2019-08-24 21:36:00,NA,NA,"toi_underway",NA,NA,0,0,-291.37,15.8926,77.5,2.179,4.067,"1"
"EN644",2019-08-24 22:38:00,2019-08-24 22:38:00,NA,NA,"toi_underway",NA,NA,0,0,-298.08,15.7421,64.3,2.142,4.019,"1"
"EN644",2019-08-24 23:15:00,2019-08-24 23:15:00,NA,NA,"toi_underway",NA,NA,0,0,-9.7063,22.2095,78.5,-0.607,-1.323,"1"
"EN644",2019-08-25 00:09:57,2019-08-24 23:16:00,41.06016,-70.88105,"toi_niskin","026",3,11.238,15,-38.002,21.5749,144,-0.4088,-1.067,"1"
"EN644",2019-08-25 01:50:00,2019-08-25 01:50:00,NA,NA,"toi_underway",NA,NA,0,0,-42.469,21.4747,58.8,-0.4554,-0.9923,"1"
"EN644",2019-08-25 04:26:07,2019-08-25 04:24:00,41.3182,-70.58512,"toi_niskin","029",1,15.244,15,-86.97,20.4767,94.5,-0.5088,-1.164,"1"
"EN644",2019-08-25 04:29:19,2019-08-25 04:24:00,41.31872,-70.58607,"toi_niskin","029",7,3.884,4,-59.16,21.1004,86.7,-0.556,-1.24,"1"
"AR39B",2019-10-05 22:38:41,2019-10-05 22:34:00,41.1955,-70.8846666666667,"toi_niskin","001",1,19.266,19.266,-226.57,17.3459,46.1,0.9509,1.749,"1"
"AR39B",2019-10-05 22:41:11,2019-10-05 22:34:00,41.1955,-70.8846666666667,"toi_niskin","001",3,2.238,2.2385,-131.88,19.4695,41.9,0.3061,0.5102,"1"
"AR39B",2019-10-05 23:18:00,2019-10-05 23:18:00,NA,NA,"toi_underway",NA,NA,0,0,-130.48,19.5009,347,0.5966,0.4828,"1"
"AR39B",2019-10-06 00:18:27,2019-10-06 00:11:00,41.03,-70.8826666666667,"toi_niskin","002",3,30.192,30.192,-368.25,14.1685,68.6,2.327,4.371,"1"
"AR39B",2019-10-06 00:23:19,2019-10-06 00:11:00,41.03,-70.8826666666667,"toi_niskin","002",10,2.466,2.4657,-113.66,19.8781,43.6,0.125,0.1572,"1"
"AR39B",2019-10-06 02:02:29,2019-10-06 01:55:00,40.8633333333333,-70.8826666666667,"toi_niskin","003",3,27.502,27.502,-341.42,14.7702,79.8,2.177,4.057,"1"
"AR39B",2019-10-06 02:06:28,2019-10-06 01:55:00,40.8633333333333,-70.8826666666667,"toi_niskin","003",6,2.821,2.821,-96.675,20.259,42.5,0.2156,0.3343,"1"
"AR39B",2019-10-06 03:41:52,2019-10-06 03:34:00,40.6971666666667,-70.884,"toi_niskin","004",3,47.318,47.318,-338.58,14.8337,101,2.375,4.401,"1"
"AR39B",2019-10-06 03:49:39,2019-10-06 03:34:00,40.6971666666667,-70.884,"toi_niskin","004",11,2.364,2.3636,-94.357,20.311,29.4,0.2482,0.4225,"1"
"AR39B",2019-10-06 05:44:37,2019-10-06 05:34:00,40.5141666666667,-70.8836666666667,"toi_niskin","005",4,37.256,37.256,-133.84,19.4256,77.2,0.4869,0.7914,"1"
"AR39B",2019-10-06 05:50:01,2019-10-06 05:34:00,40.5141666666667,-70.8836666666667,"toi_niskin","005",7,2.514,2.5145,-89.564,20.4185,28.4,0.2305,0.3903,"1"
"AR39B",2019-10-06 14:32:14,2019-10-06 14:23:00,40.3633333333333,-70.8833333333333,"toi_niskin","006",9,41.789,41.789,-245.92,16.912,89.2,1.308,2.357,"1"
"AR39B",2019-10-06 14:36:57,2019-10-06 14:23:00,40.3633333333333,-70.8833333333333,"toi_niskin","006",20,7.707,7.7071,-96.587,20.261,35.7,0.3013,0.5129,"1"
"AR39B",2019-10-06 18:57:40,2019-10-06 18:47:00,40.365,-70.7748333333333,"toi_niskin","007",7,33.81,33.81,-92.292,20.3573,40.9,0.2594,0.422,"1"
"AR39B",2019-10-06 19:00:00,2019-10-06 19:00:00,NA,NA,"toi_underway",NA,NA,0,0,-93.403,20.3324,178,0.4197,0.4664,"1"
"AR39B",2019-10-06 19:00:04,2019-10-06 18:47:00,40.365,-70.7748333333333,"toi_niskin","007",10,7.845,7.845,-90.171,20.4049,38.9,0.2342,0.3773,"1"
"AR39B",2019-10-07 14:14:37,2019-10-07 14:03:00,40.1378333333333,-70.775,"toi_niskin","010",7,67.927,67.927,-271.54,16.3374,99.3,1.503,2.713,"1"
"AR39B",2019-10-07 14:16:11,2019-10-07 14:03:00,40.1378333333333,-70.775,"toi_niskin","010",10,55.714,55.714,-95.235,20.2913,39.3,0.2472,0.4017,"1"
"AR39B",2019-10-07 14:16:11,2019-10-07 14:03:00,40.1378333333333,-70.775,"toi_niskin","010",10,55.714,55.714,-95.625,20.2826,34.9,0.252,0.4193,"1"
"AR39B",2019-10-07 14:21:00,2019-10-07 14:21:00,NA,NA,"toi_underway",NA,NA,0,0,-95.594,20.2833,86.3,0.2956,0.4042,"1"
"AR39B",2019-10-07 14:22:00,2019-10-07 14:22:00,NA,NA,"toi_underway",NA,NA,0,0,-97.049,20.2507,101,0.3351,0.452,"1"
"AR39B",2019-10-07 18:53:28,2019-10-07 18:43:00,40.2266666666667,-70.883,"toi_niskin","011",7,57.079,57.079,-205.9,17.8095,84.5,0.9909,1.752,"1"
"AR39B",2019-10-07 18:59:00,2019-10-07 18:59:00,NA,NA,"toi_underway",NA,NA,0,0,-89.959,20.4097,92.5,0.2697,0.3422,"1"
"AR39B",2019-10-07 18:59:09,2019-10-07 18:43:00,40.2266666666667,-70.883,"toi_niskin","011",15,8.808,8.8076,-89.051,20.43,34.1,0.19,0.3011,"1"
"AR39B",2019-10-08 02:42:10,2019-10-08 02:30:00,40.0951666666667,-70.888,"toi_niskin","012",8,66.531,66.531,-303.05,15.6306,105,1.855,3.384,"1"
"AR39B",2019-10-08 02:46:31,2019-10-08 02:30:00,40.0951666666667,-70.888,"toi_niskin","012",14,8.445,8.4446,-91.684,20.371,39.2,0.217,0.3434,"1"
"AR39B",2019-10-08 02:46:31,2019-10-08 02:30:00,40.0951666666667,-70.888,"toi_niskin","012",14,8.445,8.4446,-92.252,20.3582,28.3,0.2207,0.3717,"1"
"AR39B",2019-10-08 02:47:00,2019-10-08 02:47:00,NA,NA,"toi_underway",NA,NA,0,0,-93.884,20.3216,70.3,0.291,0.4264,"1"
"AR39B",2019-10-08 02:48:00,2019-10-08 02:48:00,NA,NA,"toi_underway",NA,NA,0,0,-93.611,20.3278,72.3,0.2744,0.3902,"1"
"AR39B",2019-10-08 06:14:56,2019-10-08 05:42:00,39.7735,-70.8843333333333,"toi_niskin","013",10,50.397,50.397,-123.8,19.6507,45,0.4887,0.8572,"1"
"AR39B",2019-10-08 06:21:00,2019-10-08 06:21:00,NA,NA,"toi_underway",NA,NA,0,0,-95.459,20.2863,55.5,0.3219,0.5145,"1"
"AR39B",2019-10-08 06:23:06,2019-10-08 05:42:00,39.7735,-70.8843333333333,"toi_niskin","013",18,5.705,5.705,-92.962,20.3423,26.8,0.2599,0.4501,"1"
"AR39B",2019-10-08 20:03:30,2019-10-08 19:29:00,39.9398333333333,-70.8823333333333,"toi_niskin","014",8,21.928,21.928,-96.089,20.2722,31.4,0.2849,0.4895,"1"
"AR39B",2019-10-08 20:05:53,2019-10-08 19:29:00,39.9398333333333,-70.8823333333333,"toi_niskin","014",10,3.519,3.5188,-96.527,20.2624,28.6,0.2845,0.4942,"1"
"AR39B",2019-10-08 20:05:53,2019-10-08 19:29:00,39.9398333333333,-70.8823333333333,"toi_niskin","014",10,3.519,3.5188,-96.998,20.2518,19.7,0.2893,0.5207,"1"
"AR39B",2019-10-08 20:07:00,2019-10-08 20:07:00,NA,NA,"toi_underway",NA,NA,0,0,-96.711,20.2582,65.9,0.3352,0.5202,"1"
"AR39B",2019-10-08 20:08:00,2019-10-08 20:08:00,NA,NA,"toi_underway",NA,NA,0,0,-97.282,20.2454,76.7,0.3445,0.5172,"1"
"AR39B",2019-10-09 13:19:00,2019-10-09 13:19:00,NA,NA,"toi_underway",NA,NA,0,0,-117.23,19.7981,66.6,0.1968,0.2515,"1"
"EN649",2020-02-02 04:00:00,2020-02-02 04:00:00,NA,NA,"toi_underway",NA,NA,0,0,-88.392,20.4448,15.5,0.2537,0.4601,"1"
"EN649",2020-02-02 04:58:00,2020-02-02 04:58:00,NA,NA,"toi_underway",NA,NA,0,0,-83.669,20.5507,17.9,0.2139,0.3786,"1"
"EN649",2020-02-02 05:45:00,2020-02-02 05:45:00,NA,NA,"toi_underway",NA,NA,0,0,-86.999,20.4761,16.4,0.2308,0.4141,"1"
"EN649",2020-02-02 06:33:00,2020-02-02 06:33:00,NA,NA,"toi_underway",NA,NA,0,0,-60.999,21.0592,27.1,0.006445,-0.03989,"1"
